%............comments............
%............comments............
%............comments............
%............comments............
%............comments............
%
% attributes count = 10
% vectors count = 3000
%
% Edit the attribute names (attrib_1, attrib_2, ...) in this text box and then save.
%
@relation xxxxxxxxxxx
@attribute attrib_1 numeric
@attribute attrib_2 numeric
@attribute attrib_3 numeric
@attribute attrib_4 numeric
@attribute attrib_5 numeric
@attribute attrib_6 numeric
@attribute attrib_7 numeric
@attribute attrib_8 numeric
@attribute attrib_9 numeric
@attribute attrib_10 numeric
@attribute class {0, 1}
@data
-41.00171,557.61145,259.9558,-580.67816,779.3452,942.0469,813.1492,-253.8031,878.4756,-708.21155,1
-404.35107,-899.776,900.4856,103.96594,-219.1778,319.01746,978.9325,799.1046,120.64282,-74.37775,0
337.18408,31.316162,-17.182129,-552.8249,-103.01843,881.1697,722.32886,-54.37976,-990.9565,-710.3035,0
681.88025,-411.33698,421.49414,297.07007,-351.04633,-924.52155,166.35559,917.0759,-307.12982,-219.48553,0
-828.70905,808.5657,963.46204,590.062,-906.75714,297.66553,-746.33704,-419.91058,122.56409,-240.40839,0
911.5265,-79.831665,-679.312,886.49915,32.885864,-312.85388,431.3429,947.8718,774.0724,633.5469,1
44.764404,-207.4646,94.8103,-620.4873,496.31616,46.46045,-725.38635,-16.575745,945.3789,-271.90912,1
141.70825,-604.83167,707.324,-666.97784,111.70972,907.3463,-899.1604,332.42078,853.9885,-606.4505,1
-175.17029,984.6649,686.8578,-140.84961,-806.4385,377.25635,648.42285,-371.10834,435.68713,696.1361,0
598.13184,356.87976,702.2223,862.1134,674.77563,968.4192,-569.48663,-120.804565,969.88074,629.45264,1
275.68115,-492.81674,371.1493,-111.80267,-52.01886,-799.0219,188.7992,244.8999,-16.027771,-348.38,0
-601.6411,-420.54285,-268.65796,719.15857,116.68298,-897.0194,641.6859,-934.9652,273.6455,798.20715,0
-657.50574,371.72937,-649.8185,674.99194,-100.94885,680.01196,524.0454,590.9425,178.90625,-920.7939,1
597.8589,-126.4173,-703.9713,-246.54333,-320.2765,-470.73322,738.7097,-782.92755,-255.12146,435.38464,0
974.73157,464.58875,927.58496,586.2362,79.2738,-283.72418,675.6211,-800.72656,-754.5182,-542.6047,0
-254.52106,-712.75903,-85.42633,-450.41162,424.5509,-836.927,701.818,335.35217,337.30444,-731.76624,0
-703.33545,-138.35577,-274.36023,-298.48706,-920.2347,-383.7702,-810.66754,-125.87866,326.57605,-499.53412,1
530.6654,828.2551,-443.31927,-845.2059,-431.94348,930.1283,-160.06342,-791.7073,566.69275,884.7992,1
-315.0138,541.21533,-720.1162,318.94727,512.64294,229.52344,-496.94763,-460.9193,656.1017,-517.0028,1
512.9796,496.48816,-668.11414,-406.41437,-201.87042,476.5736,-910.10876,678.2396,-918.422,579.0383,1
-122.15662,830.54395,-203.72546,666.7113,44.933716,188.04675,893.0703,-865.35425,-638.6419,-622.739,0
-854.8527,-412.56317,444.93164,815.8921,-41.815125,-688.46027,-137.094,431.9214,-896.1901,290.69507,0
616.5707,501.7561,764.56946,436.3988,-281.82697,-485.26642,811.8783,691.6803,134.14075,238.8446,0
334.0901,715.2805,-504.4496,492.62036,-909.9541,-35.34845,666.2328,520.70447,-215.84149,170.02502,1
-489.13885,325.71106,-157.70807,-571.87305,-980.1763,-173.45404,-286.60065,-557.0563,324.6305,293.44836,1
-369.91315,-197.72888,77.06116,-847.4133,231.97144,602.6085,167.21313,-41.878357,488.90723,-778.7129,1
-179.93964,-902.77234,956.855,583.54956,-262.9109,623.6398,-442.62677,883.62573,-860.9725,507.87585,0
792.41626,392.6792,-682.3586,-452.6446,-410.6806,-277.17474,-380.9804,197.22314,-183.43549,-284.74957,1
-342.27307,662.7534,919.11414,-18.20758,-999.3449,-263.20154,92.81067,-946.8357,561.35486,70.81702,0
-49.462524,73.33972,510.08716,-164.4007,728.54297,28.439087,-368.2173,-942.11847,-260.46826,-390.211,0
753.55225,-688.3777,999.8301,984.6522,115.345215,-102.208374,741.136,-15.544617,-628.1943,164.09961,0
-136.93384,-480.83093,-709.6737,196.17175,290.91846,387.8235,149.75867,754.2561,673.7676,78.96973,1
-653.813,34.62329,-108.78229,-358.7718,-223.37317,-397.59906,432.8374,-747.1124,-801.53577,672.66187,0
-127.49347,730.854,951.9044,809.16235,-619.39343,-106.9292,184.64868,65.205444,-499.8101,-575.1376,0
-967.5237,608.68274,-741.0333,-301.51923,-913.64197,953.427,-902.8497,856.4634,-83.8197,-938.4176,1
-938.09375,393.23828,423.11682,-213.21588,-747.64746,455.7406,-642.86847,-604.49225,-405.23798,132.63196,0
463.05432,-765.9619,685.82056,113.04468,408.12268,1.0739746,662.4994,269.5984,-104.16583,-458.9262,0
840.2992,956.7656,185.41138,591.0161,-792.6667,114.49133,613.1284,493.33496,-230.08783,628.2991,1
-348.79156,530.3613,-783.99756,-179.0534,541.9475,240.68567,396.1306,-562.98425,609.17847,-154.56787,1
717.00916,30.659912,976.1394,-257.48938,701.3629,278.0487,608.2649,-80.5022,-311.8617,-590.1123,0
-648.6297,90.868286,-69.5199,-304.28827,950.15454,-617.11804,-805.4342,-289.51587,908.8987,469.50732,0
-629.4133,-24.641785,-504.30978,-794.65894,577.8717,488.287,-806.54315,-993.4395,779.35254,646.4966,1
465.54773,-501.47372,16.268372,111.664185,-169.44989,-721.2728,32.216797,279.9718,-69.513,-963.6595,0
276.35693,193.03442,528.4889,-275.24213,58.77478,-37.972046,186.49182,-998.99646,-23.274902,-923.82605,0
750.46326,-273.94666,-361.33563,328.0619,710.109,962.6376,-816.30225,512.12146,-998.0249,612.1902,1
-872.74054,538.88306,-110.69977,-399.81396,659.55383,156.49463,178.93884,349.18494,681.4874,82.28955,1
225.11975,-828.5221,583.5209,-978.97003,-78.23694,-831.6876,-943.91986,782.7754,199.52917,-759.75055,0
-934.13885,-487.84064,-579.2728,-106.71588,-459.42737,902.1786,504.6631,-332.0628,-724.6395,189.4342,0
617.96326,-776.3918,107.360596,-285.91455,828.85645,-621.9465,500.53333,-123.38818,251.35828,731.9348,0
-658.86926,-565.19867,-105.252014,-99.04205,964.8562,258.21472,-314.31384,833.2053,219.9751,-106.298035,1
-55.229187,-793.1637,716.34106,594.3762,-23.714722,-516.5847,318.50293,-174.22308,-630.6565,-165.29974,0
-588.2365,686.78503,110.59131,-134.1961,-496.73813,-830.8225,-326.9259,-174.77972,315.85535,728.5403,0
872.8396,-177.7171,690.781,-749.4171,-525.71155,-534.79614,335.77673,-829.2691,-722.75085,287.91724,0
-261.45074,241.19531,733.19727,-648.46857,411.17725,238.55066,-985.0005,486.27026,-960.76056,-233.82166,0
904.0121,-217.63635,-919.8366,-770.2379,860.3157,143.42505,-111.50635,-949.6506,-793.6738,-16.569458,0
541.4784,228.32117,-519.02966,-521.50464,-803.42053,-517.0599,-288.93213,177.21729,-966.7869,-634.0237,1
-401.48114,228.43884,614.23096,984.23645,436.34338,2.8568726,-151.64423,-735.3474,943.5775,-535.0168,0
642.98706,56.911133,148.47974,-705.4554,-192.50317,792.4358,-48.541748,461.4807,800.33936,-95.13904,1
-936.4207,-273.71558,508.99792,765.96594,643.47253,-632.49945,-589.9982,-497.63834,144.90076,330.78137,0
176.94043,732.05664,-360.78345,948.97375,-912.3846,996.3524,191.37744,400.2915,427.16406,461.34802,1
745.1504,-848.2976,492.19946,-675.3373,412.5846,-222.75684,771.70935,286.8108,-935.21594,746.04517,0
-586.3373,432.99487,685.4718,-957.5592,181.97534,919.9092,-924.219,810.59216,766.6865,973.4723,1
188.16846,608.66406,-469.09344,-122.76062,-380.7046,-687.35785,-438.7074,867.5696,-393.82263,227.47485,1
-765.4807,150.45325,-753.1487,543.2931,-579.5925,616.2334,606.2699,917.04565,913.083,-747.71985,1
-129.92078,-335.0398,-285.26282,-259.9906,773.39185,-181.17926,392.26575,-728.53864,-841.3785,-870.8671,0
885.2637,-768.0143,705.89575,990.82104,-135.44012,-930.5936,631.5193,222.1836,23.67566,-593.6333,0
464.4109,-354.5899,-468.7035,251.38672,887.3928,-502.9592,-718.95325,-974.51105,-930.3374,-160.67181,0
-454.43536,-954.9218,-81.27057,348.5387,175.07275,88.092285,-755.44446,123.81018,-423.65393,719.26294,1
955.5886,490.25696,-633.818,-838.3416,95.83081,162.599,-185.82202,-324.49274,784.04016,590.66016,1
-27.17096,641.6284,930.6122,-174.33276,-261.34344,845.6238,-15.353821,-173.64563,996.2864,-179.68585,1
-96.849,766.45874,-531.9055,527.73303,-963.702,610.26807,-74.755066,148.31311,-312.91504,990.4636,1
-988.35657,-706.2635,730.7239,-747.4264,90.5376,-428.75824,868.522,-577.06134,-755.8047,101.01233,0
-157.02295,-187.84021,840.29614,-675.40216,255.26086,-16.414185,924.37476,-758.85223,-496.7819,896.46936,0
-894.14343,-930.4342,-202.53711,-823.9988,575.9335,258.5205,215.10376,-332.4876,-571.27747,752.5768,0
315.08655,-300.29327,552.8628,-528.4595,-33.90564,-188.12988,18.902039,71.436035,727.39624,-907.42224,0
-891.4684,229.36597,374.9933,732.499,914.9282,930.82983,-20.140503,911.47864,789.16797,-463.09485,1
322.03003,-279.8496,815.8773,770.02576,-636.25574,458.91833,-28.007996,-819.0832,-993.2006,-637.78357,0
-344.30414,-854.42334,-576.271,-436.46008,868.3154,-9.977966,879.37024,946.81494,490.1504,451.84302,1
148.83752,-577.7454,-188.08026,361.4397,-610.1245,-880.07355,766.7117,162.14441,-357.98773,-988.1658,0
153.02405,687.2573,-998.1044,-446.6045,-452.31415,473.354,963.6366,-922.22546,578.1577,-186.94824,1
-585.05054,-118.3916,-243.09515,-263.25256,-655.67865,208.24109,176.24744,161.67017,441.4032,664.66064,1
-979.7105,557.9193,462.265,0.91064453,71.23425,654.985,483.11084,-364.17426,-829.40295,-51.42047,0
980.5029,830.5206,-58.47107,-933.56586,53.09912,991.13794,986.6654,-586.9579,-960.64417,224.93945,0
246.62366,-62.83795,287.6089,-21.09668,-762.53284,-647.78125,899.39124,357.5691,-518.833,688.5691,0
893.80457,-453.0523,-398.71417,667.92957,430.21045,-336.10577,276.81885,-935.9133,478.46582,305.4187,1
-469.6737,950.3445,640.3727,89.98828,672.1952,-467.0127,702.9734,-437.0495,-368.92712,-868.634,0
943.76965,-19.209534,-628.7833,789.0442,209.90027,-305.99445,630.7064,986.7677,357.76318,-884.0336,1
310.17297,976.85095,766.5232,595.20654,-500.10626,369.8993,-671.6028,901.1631,353.8153,-221.38379,1
570.56433,-511.5313,802.2615,-440.2273,-622.0015,-777.52734,440.79004,994.2429,163.47803,-171.25244,0
-159.13281,606.33923,270.47632,-28.083435,998.7252,-252.49255,896.5929,-425.78723,671.9801,55.77246,0
889.6362,-248.23724,949.28296,951.1493,395.42395,-423.33856,556.48376,-61.43164,525.818,765.4878,0
123.49109,163.68445,-32.534546,-650.01685,919.2125,403.27527,-233.82874,-596.80176,-592.3362,470.75513,0
-601.2224,-25.510925,-613.4627,-121.33411,683.8823,529.3209,-559.7724,-476.1723,-915.3197,394.91858,0
-27.492004,-852.8349,521.6626,-19.622131,-820.2383,-630.9479,-60.134216,-130.06622,983.87036,212.34375,0
-435.18738,280.65515,164.56726,199.0951,33.241577,-169.0827,714.2661,-656.70636,399.17383,-916.4189,0
784.0773,-339.24097,-607.1804,907.8833,-502.0695,178.69434,249.28076,346.6244,-617.5798,-148.80042,1
925.9586,-619.6846,-806.80005,-726.615,592.0254,747.5249,-485.5512,635.5548,-99.7207,-189.25562,1
-333.85944,970.2529,741.147,349.67053,-825.45264,418.7975,930.55725,-881.1229,344.61243,980.2532,0
597.8594,-975.56793,318.53088,4.6237793,-83.08734,-145.91022,-586.9197,553.36975,262.92957,638.26807,1
-501.0545,-325.8095,879.60474,924.09827,-281.51575,-376.66827,705.5171,-487.5868,934.0868,117.51355,0
135.7456,537.61743,957.48157,-191.10297,184.09021,162.96179,-168.95508,350.33984,763.2462,618.82227,0
215.37476,654.516,-385.27094,-170.83997,283.09167,249.30566,797.3048,451.42285,-572.96515,993.18713,0
582.12915,-202.28284,561.72,-161.807,-895.2459,-189.83252,830.1356,-185.68188,188.61731,30.951904,0
-876.3502,-41.901855,-618.42584,337.58313,-18.990784,-480.5963,-563.5062,106.582275,-846.8883,-545.6773,1
-781.10986,423.7693,403.43652,948.3341,339.01062,-23.025146,-40.277405,512.8014,-317.2384,-652.9455,0
440.68457,59.14514,-544.69916,555.6636,52.26294,278.87866,-646.92065,933.3318,-618.8964,644.0237,1
44.57129,638.95264,-791.3289,-608.7544,-733.1192,-508.11887,427.59595,-35.619507,-465.1311,-829.5867,0
-637.434,563.8517,-288.60297,-714.505,581.27014,687.8026,-498.26395,356.0907,626.6096,848.6013,1
312.14368,-707.28235,9.591003,-990.3016,-147.93463,-361.7707,-726.9765,-288.34955,-638.63196,-479.98828,0
-30.659729,-657.5525,-591.53235,-964.6673,991.57166,-443.88733,832.166,-378.33673,854.6991,454.8678,0
-410.53522,856.36804,-754.6795,-176.0094,23.578735,-914.7607,440.76453,444.81287,380.8203,-703.0709,1
-955.50977,310.1422,-718.0144,740.40906,892.8142,427.71143,293.3203,-74.83063,958.7101,-178.90363,1
-255.89893,-151.05768,-388.37128,-676.13855,502.31677,-434.68146,687.98804,811.5293,-453.10724,-466.30286,0
-514.81134,627.2921,-135.65295,-413.4057,12.710693,-868.78516,-550.2706,-195.59143,617.05383,539.00574,0
6.138916,105.3219,-557.0178,515.2605,-685.9264,-61.907288,101.74121,-652.58887,181.31848,-891.92505,1
-612.3827,-49.557556,-613.9697,471.87683,917.4109,438.7633,90.12915,-996.35156,-836.89954,550.4519,0
827.06506,-433.9312,-493.82413,-179.58087,-642.52454,-388.32245,-337.17712,-927.13574,438.2036,995.2782,1
112.345215,-460.276,864.6062,-904.2853,6.9104614,-289.35455,-976.976,-474.5973,448.91443,881.3401,0
-370.25348,848.5769,992.95496,291.00574,-665.2427,-65.710754,-237.38403,-274.1703,-567.00745,837.776,0
667.9612,-485.58398,52.806152,433.88623,867.84106,952.30676,-119.21759,418.84448,-158.1778,366.59656,1
733.99426,-248.30316,219.74658,-732.03345,-894.7462,124.36975,-137.36365,-663.7075,-816.13916,-370.65332,0
596.85925,347.3098,-206.19794,436.54822,-525.82434,-428.35236,-806.68884,996.07764,-536.5116,663.86975,1
744.1515,51.072754,75.82214,607.99,-914.06433,574.9822,582.26184,897.2583,640.251,640.1654,1
-794.7191,-200.15991,21.310913,-820.21185,947.0958,298.34082,-755.69196,-377.43097,564.3849,-910.044,1
-500.40536,-539.9915,-393.08752,-104.64618,-299.72723,948.30774,-591.6968,-751.7731,12.7265625,-647.7323,1
-549.58417,923.77747,144.08423,406.03198,618.46387,213.22778,-712.45105,-4.382202,-477.75897,-637.2242,1
-684.0073,460.75842,-720.4939,669.2472,-933.8419,-631.34503,-59.21222,-38.98407,-629.7311,129.81763,1
80.57385,491.60266,-131.20007,-593.7482,-11.949707,-365.31927,-422.3861,-95.17706,361.26074,193.05273,1
-315.378,853.71533,441.75757,620.4856,-884.41846,227.47144,122.52283,4.121765,-964.4054,616.18506,0
-279.8645,266.5127,-357.6739,526.99133,822.8688,-279.85266,-641.08704,861.08203,-90.39691,843.6763,1
848.9874,327.04675,-719.8594,947.8644,153.19373,-368.5772,-754.2833,-739.37256,686.02686,429.91333,1
-500.80164,-115.66199,833.7781,-772.19037,117.67261,-935.08203,458.8246,685.73645,-254.17981,-738.9433,0
-257.54742,-883.08984,166.68323,-386.7724,-512.14526,-645.31433,687.131,586.0,-743.0964,624.23926,0
548.5359,-206.5263,528.7445,-430.1834,918.8716,316.4917,445.21362,-830.9461,-69.349,181.61218,0
-352.46338,908.453,699.82214,95.65234,-789.28503,299.17676,-706.05255,15.9435425,746.46326,579.90295,1
-786.3107,-314.73773,372.51245,283.557,-890.1679,-128.26337,-564.45483,-762.6804,-821.2258,-272.15192,0
626.9874,520.3843,962.62244,-581.01794,-554.6717,921.5199,-874.2703,-29.193481,-164.4043,-481.4339,1
187.71667,146.0874,-723.9291,-855.42523,163.72131,-914.62476,584.2717,710.38245,595.8247,-567.6714,1
-721.306,-379.0188,555.3042,713.266,459.7516,853.13,853.5681,851.8672,-137.1947,654.2306,0
-319.047,740.97266,804.7294,369.49377,-92.462585,-980.12787,525.6974,286.14917,134.18298,-857.3645,0
-368.1693,-275.30933,-461.66217,215.11804,340.00793,-668.65283,-374.68683,-140.42303,-943.25684,-918.5891,0
521.56226,-821.18054,211.6969,-41.66205,153.97852,960.3303,629.578,450.24976,-199.86359,443.67786,1
-956.4706,-905.6361,-628.6466,54.58203,761.28406,-838.78796,-770.0978,-348.39667,-533.90906,-505.66724,0
343.65833,36.490234,667.60425,507.45117,-854.08093,-253.19916,413.64014,389.98914,-404.9159,-520.5073,0
531.9033,-316.92358,618.3406,886.75244,-108.50964,562.06006,375.44885,940.4164,-42.81842,397.8402,1
-406.82135,-421.09222,255.23267,-531.8134,597.8977,930.7012,-722.41516,51.517212,613.26794,-949.1061,1
822.1113,559.45386,-608.0403,-187.44934,799.7241,-149.21155,314.74304,-637.9401,-865.1344,-581.6671,0
717.2737,377.8219,-455.8833,751.4431,-605.65936,264.16528,698.34937,-149.15503,983.2953,367.4668,1
-442.93652,608.70996,242.83984,319.0277,-490.7577,-434.23657,120.29773,689.33826,363.2716,418.53125,1
-60.047974,280.94006,199.1637,-426.33728,46.979614,-407.8272,629.5375,32.591553,805.9741,-748.3279,0
-888.4976,-61.369995,979.99133,-446.4378,609.80225,229.91382,-794.4837,615.8655,132.27527,-984.55096,0
530.69275,139.72742,-558.10925,527.8352,-201.38184,-735.36127,-404.6742,-194.92871,-965.54486,594.90625,0
-133.75146,615.176,934.56445,115.21179,-917.8229,-438.81494,-942.1802,418.1681,-563.01184,-209.58746,0
-616.28595,434.3639,-563.15045,-719.3041,-471.1753,685.4678,-204.44293,-712.33215,-897.3466,973.536,0
-184.04266,210.93054,-564.1864,-625.2488,77.34094,873.3324,-772.0115,-576.6067,94.39612,-993.6225,1
540.0383,451.92578,-978.48694,-403.87317,994.08655,195.65588,-553.0664,-332.22473,-952.6317,975.50635,1
854.44446,-926.57983,-229.9198,-959.9859,426.01562,896.3629,684.41797,977.75134,516.9852,196.61462,1
911.44775,-496.0616,356.10168,-3.8967285,124.40662,-619.8991,305.93018,638.41077,621.48,743.1979,0
364.83948,956.69275,208.06165,-299.27167,499.9828,-955.23474,-482.052,690.8992,871.39514,850.16956,1
904.87866,-187.98083,-959.4723,294.35278,-899.7168,-907.1423,852.2468,-826.06647,460.0498,505.78882,1
-162.47467,708.3462,-187.41675,-582.8844,704.75854,-727.011,-327.6256,124.05249,-229.15839,593.32605,0
-102.24542,-854.5835,-971.15625,-525.7759,748.46277,-986.8406,957.32434,0.13220215,738.1062,454.45154,0
147.03247,65.5387,678.54736,59.102905,-646.0604,81.471436,877.7057,-205.31152,-316.74524,752.63306,0
-420.7882,61.821167,-732.7211,931.09094,-578.19006,-625.4047,20.651367,-273.72876,948.3519,-793.7015,1
-160.24689,-712.6669,8.6848755,58.073242,-41.273438,-27.171082,-722.3185,388.28162,82.781494,-16.118347,1
-950.8763,-317.09076,-609.84656,960.9418,968.0924,652.4219,-472.70886,-469.48676,428.97974,-691.93805,1
317.54492,337.06348,993.18616,-499.3416,61.838623,706.66626,-629.97766,397.5929,30.504028,762.7477,1
256.2848,-671.34924,-971.33435,-449.36066,644.4321,449.05615,763.2633,-473.53308,-913.76276,-251.92249,0
148.00269,627.2328,838.24646,-925.84216,653.2302,-937.22095,817.3312,52.611084,-659.0696,956.64417,0
859.0658,-960.50085,-679.25525,-988.3442,-101.37579,585.38184,-978.88385,-512.5683,-616.6627,-724.78503,1
-109.63086,950.78406,-521.9934,265.74353,925.73157,-503.6423,438.52527,-640.6802,-225.98456,-566.3462,0
-93.692505,33.153564,55.86975,-202.07599,815.48193,-514.4248,-963.772,-533.7552,106.7583,465.98022,0
796.7709,-853.58765,-493.67004,422.6891,-338.06848,-944.87604,255.12427,333.0481,788.1708,713.24255,1
-136.82764,472.66174,-453.04315,-40.233215,715.81775,-664.2632,615.0823,22.459839,-327.06232,936.0886,0
-468.3418,281.91467,679.306,798.44214,-110.67383,227.1654,843.677,92.23511,297.9336,-975.2193,0
446.1244,565.21533,792.11926,-890.2987,897.6228,201.6925,449.96082,-745.08276,-197.19025,860.3917,0
648.03674,688.40247,966.32385,539.431,-401.03784,999.5563,-564.9365,371.01978,-399.34326,813.72925,1
-516.83374,-33.93976,772.3093,-487.7635,823.4606,308.90564,-39.795532,636.59265,-731.4032,-954.89,0
967.2825,-960.47095,567.01404,710.084,293.50378,331.68286,203.3573,214.14429,-830.20557,721.6737,0
-420.09235,-270.47156,-173.44794,-41.38336,185.0448,-982.47943,-341.60663,-240.06018,106.711914,-811.0869,0
749.0021,629.27405,954.68787,448.78577,215.42322,668.13635,10.501953,-475.2298,-807.4135,-325.54285,0
418.8285,-796.3263,-59.673645,793.6581,-710.8136,-812.0546,427.12317,-150.36804,-788.0996,-149.91492,0
349.9319,-437.62726,618.23865,-623.31824,371.1444,-571.0156,-957.7131,37.04187,387.6903,249.57275,0
998.97375,496.38977,586.7278,922.10645,663.36804,-482.54663,544.33826,-164.5904,569.5697,-119.42853,0
688.0823,-42.97528,-856.77844,-98.707825,-928.76636,-457.2317,39.86902,-464.2433,595.9602,-712.627,1
982.1024,737.99304,-425.32837,-309.30713,-928.38574,-530.43085,-166.79266,-568.4752,-601.98724,-439.1112,0
-563.5044,621.177,174.43066,484.73413,-443.2392,-48.505188,600.6753,26.494507,-993.68616,-42.869324,0
-812.1316,821.8423,-478.5869,-120.575745,374.22327,781.4523,10.635132,949.3368,-80.182434,-466.3202,1
670.64856,299.4613,788.9166,189.95093,124.23657,-829.7911,-988.3937,-26.061462,549.8688,592.8496,0
-637.798,554.43005,-850.9259,-687.8364,-399.9027,-716.8806,-762.6816,354.03748,-510.57626,-37.61554,1
746.05054,348.41943,847.0935,254.43958,-11.977661,-514.3797,-535.49866,392.07874,164.9524,-185.96472,0
906.365,462.55774,-713.95044,-520.0727,-89.1145,-790.0143,917.86743,465.00073,-601.3874,37.929443,0
-499.58575,-604.93207,-56.894897,-307.23938,-158.60321,-926.8105,-35.32422,-30.396912,-160.07355,533.2477,0
879.2168,706.56506,492.97375,-385.00854,-32.697693,-680.7263,-197.69373,329.16736,824.4708,176.55054,1
-673.3992,-388.5678,911.78906,229.40149,-187.12732,456.31726,-53.493958,-520.683,-406.68158,877.5958,0
-344.1925,108.211914,248.1206,658.9806,762.38354,391.15674,411.71802,439.1604,978.7262,874.38696,1
539.4972,317.75586,257.77612,724.897,953.81116,-126.138245,580.7429,-355.73755,552.69214,256.4132,0
-841.37805,-711.846,191.56775,-164.3042,82.13953,-255.65833,937.75256,-202.10327,175.55676,-704.1897,0
-850.56464,-980.3278,92.96936,-568.0603,-354.66528,577.2832,-458.56213,-130.47144,-891.847,-675.06714,0
-76.50519,206.76965,304.40723,-880.4872,662.2698,-242.88629,-294.82867,-525.9525,-994.3185,-903.71594,0
656.7167,689.70215,-798.15247,-95.46362,-623.0089,-153.70258,-403.93378,-202.41693,-256.67206,-576.14685,1
-579.5731,13.429871,-911.2661,-217.2381,830.3092,58.703613,-961.44763,247.76953,87.73572,716.8734,1
796.2565,-878.9812,699.7428,-817.8999,-773.4234,591.99365,790.6398,-493.72614,586.12134,217.27136,0
-979.76935,33.12976,816.10364,410.578,-44.227844,-957.84143,938.7367,-786.2854,963.6483,436.3568,0
-711.68097,-488.50055,407.44324,981.69214,-940.0226,-191.04596,-777.7016,-657.51587,-26.504822,-293.46606,0
781.1404,955.7291,726.60034,-710.71265,-623.4265,-351.26996,351.54578,-211.59991,-387.06964,828.2147,0
-409.2345,-921.3358,-463.82233,55.457886,-28.157837,-157.01288,-574.92053,870.7484,388.97717,565.13416,1
-174.77917,841.8739,687.6062,-95.52301,628.1998,985.1189,-999.24457,-538.40265,-218.5028,943.60486,0
400.1897,461.17554,-439.76196,606.6267,802.35205,458.66858,240.26123,214.9679,8.554321,819.86365,1
-517.3834,-578.9944,-739.177,427.46887,772.8126,-741.2543,-240.73474,-163.51837,-146.1593,-472.24622,0
-786.2304,930.1553,250.20398,-293.72168,-307.69214,20.958557,-299.11548,182.6897,-219.9386,-703.9958,0
602.38257,330.68567,-621.95557,524.0006,-591.333,752.5442,346.8529,20.85675,343.07898,876.0315,1
640.61914,-986.3506,-252.06824,14.400391,-421.79382,747.7427,930.7565,-14.756287,-536.87256,949.4227,0
-538.1571,432.79565,-109.36633,-413.50714,-464.06915,109.6001,-230.14111,-738.1483,-768.39166,547.29614,0
340.87122,-969.847,285.17627,782.5956,280.92932,-54.77411,341.44495,-896.641,-628.8043,226.01282,0
552.1267,141.00134,134.6123,-428.64178,863.1963,-940.70886,-642.40125,-140.93884,-634.21094,-924.0718,0
-527.317,-767.81665,680.9166,102.12134,-593.86993,405.68005,-493.5245,896.7084,-315.91187,-80.99817,1
-824.2672,805.1942,-657.27905,-984.6083,-640.32666,-109.59332,502.25305,846.1815,-108.702515,60.30139,1
341.80334,778.4685,-901.84015,659.77356,-348.6607,727.1305,-999.85486,-82.83905,139.03406,637.22046,1
262.6775,622.45435,-763.2357,510.35193,891.2644,463.05762,-726.56165,698.77234,311.48108,554.26465,1
-424.70294,583.39514,699.1986,-124.5426,-695.7147,207.14075,209.07007,559.3457,-339.95898,-47.48535,0
94.986206,-719.59204,448.0067,-67.57178,-375.58362,-649.9868,-44.382935,-594.1507,-840.7435,549.53723,0
580.4724,-765.0587,809.0039,-780.89014,-281.14026,-832.06506,-342.21094,-331.53644,49.93506,562.0497,0
724.9883,-412.32428,-459.6621,53.36206,-460.14685,809.4302,-754.04456,635.5967,-506.2083,510.7489,1
302.01404,-372.60803,979.6367,740.974,369.62268,87.673584,-264.55377,24.1073,246.35242,-618.6569,0
781.07935,-292.55542,-649.6194,-197.42883,-131.0058,-285.2329,352.19177,-569.4397,466.42102,-588.8157,1
354.77222,722.7202,944.2626,-601.9529,712.6914,-257.2199,-131.22064,-769.8191,-167.58258,376.4342,0
-924.6787,284.0138,-889.33417,-595.29663,549.0668,304.00696,-455.46735,-114.73474,45.938354,516.1179,1
-513.38025,-65.41089,-142.43787,-379.14154,520.30835,-291.21167,-842.65466,-535.16266,494.7954,-851.3196,1
960.4474,738.5034,386.45508,884.62354,-111.37628,-340.86407,842.5453,589.277,651.6233,271.95483,1
-984.76984,-978.4896,-559.97284,-261.44684,608.3419,22.26471,-729.8853,-219.31989,-63.739746,803.2468,1
-270.45038,308.73535,233.7395,-988.0835,-456.61932,-811.84235,-542.53186,-738.69556,913.0541,-916.777,0
-615.4041,80.77551,-323.1604,366.59644,-59.580017,573.933,998.2728,194.30396,376.87195,462.43408,1
509.92224,19.62793,175.40332,-350.43262,-377.00848,-944.2522,-637.6828,-44.97888,-941.0331,-504.21515,0
301.54956,252.34778,567.7324,660.23157,969.3561,883.2095,-732.73376,-334.42224,-782.6882,-72.43237,0
73.24512,-305.7284,594.4872,676.5563,-717.41864,-505.016,926.6134,484.85974,533.12036,-646.5288,0
-960.4925,71.98901,-917.56647,-551.8411,765.9761,-703.06464,-368.1618,240.89966,689.874,448.25,1
767.4867,-647.81586,957.9435,-828.3134,-501.43695,-768.5874,929.516,300.11035,343.33362,856.6644,0
-563.89014,-944.534,946.9988,684.7279,987.40967,-639.83234,310.9972,-879.0151,387.0692,325.35535,0
371.61548,890.06836,911.22864,-623.96045,886.4617,862.0431,-545.4054,-71.7641,-629.4388,-874.8149,0
-136.61938,-949.2357,169.54199,395.26587,-948.6385,124.47363,-334.4303,-787.4277,-565.2538,-845.7776,0
82.4093,-198.27399,-276.4712,-905.96954,389.17932,-44.312134,171.42908,313.39148,-601.91943,-145.83075,0
