%............comments............
%............comments............
%............comments............
%............comments............
%............comments............
%
% attributes count = 2
% vectors count = 3000
%
% Edit the attribute names (attrib_1, attrib_2, ...) in this text box and then save.
%
@relation xxxxxxxxxxx
@attribute attrib_1 numeric
@attribute attrib_2 numeric
@attribute class {0, 1}
@data
-156.88605,908.57825,1
709.0775,-353.08472,0
-464.3589,-141.64758,1
332.0056,-32.395508,1
-12.161499,750.8877,1
252.76538,-996.274,0
482.05444,-698.2801,0
-182.50684,-262.86517,1
-388.13055,-953.0544,0
-226.4831,-99.782104,1
431.0255,614.48425,1
555.65405,333.41418,1
-380.33954,-885.8387,0
-766.6008,616.1282,1
244.56921,-391.41174,0
-217.36212,558.9894,1
-995.3341,-355.60553,1
-808.77527,944.2363,1
-270.22614,903.43933,1
315.96704,762.33325,1
-659.6749,-823.7838,0
-620.7411,-883.2427,0
477.50195,-935.2641,0
-473.18652,-44.78308,1
577.80835,-910.24664,0
-36.356323,834.3971,1
293.01062,207.28369,1
843.647,-963.3501,0
845.8396,131.92871,1
-691.15076,-469.12018,1
163.80322,-680.3873,0
-142.43066,-493.8004,0
-552.09485,-20.091309,1
566.4675,-494.23724,0
-789.975,-931.7916,0
-400.35602,-450.49622,1
752.16406,-149.42798,0
-91.34253,58.349487,1
-437.2849,339.17065,1
60.536377,-121.2124,1
-830.62994,663.81104,1
-273.44214,-744.4863,0
-384.77264,-724.8882,0
-477.22424,211.19763,1
-85.88025,-232.52112,1
613.9767,466.2472,1
593.1328,65.10486,1
-224.04779,-232.23328,1
744.7377,-268.2058,0
456.6731,-704.2561,0
-112.08362,-754.5017,0
-214.84009,-324.17975,1
377.11133,-778.98315,0
-552.45886,-948.16766,0
-900.2209,-230.59412,1
883.00037,-342.362,0
-232.20972,450.20618,1
348.01,-623.4308,0
-765.1396,-397.31317,1
-944.5418,-111.81708,1
961.6592,234.87561,1
-184.02661,-824.19293,0
2.190918,104.22656,1
391.96045,-595.28986,0
699.49854,141.35352,1
-879.4424,-520.45264,1
655.69006,-51.666748,1
269.93408,951.0679,1
480.7467,-254.33282,0
-935.95465,365.89294,1
326.51917,847.0596,1
-655.8281,639.504,1
-723.22656,-491.2429,1
431.26355,581.41077,1
291.10413,-169.73517,1
-88.6781,-687.2107,0
-410.02112,275.83887,1
-213.24951,990.7197,1
-879.86035,-658.7718,1
719.8098,989.47046,1
54.031128,907.72156,1
940.0134,-511.88766,0
153.88708,905.62683,1
795.5094,275.06677,1
270.55273,51.897705,1
899.18933,-495.97232,0
-750.9215,631.6898,1
-646.527,-877.98047,0
77.57068,561.2158,1
-366.578,739.1832,1
-757.2597,-700.65765,0
-633.96765,-178.7887,1
-54.958374,-432.05133,0
-535.733,-740.8186,0
78.24805,296.15112,1
857.5858,-392.1371,0
-307.23602,-278.93164,1
406.43762,582.40283,1
38.924927,-842.1157,0
496.38123,764.62415,1
-774.00854,-405.45563,1
278.20386,-106.0036,1
34.496826,971.4973,1
553.6101,604.6688,1
-515.94196,-225.52814,1
901.75806,18.78247,1
-614.283,398.3595,1
800.12134,217.60754,1
297.3291,-367.15222,0
213.85779,285.87842,1
52.470947,-424.46857,0
-588.92773,-638.9704,0
347.78992,295.80322,1
607.0603,-82.139465,1
750.67615,-347.0937,0
-551.17535,-619.5116,0
928.58386,-185.89258,0
321.85986,77.2749,1
903.2883,224.02893,1
-5.598755,540.7407,1
-302.18573,-956.2456,0
-789.95874,-796.6903,0
870.7257,-591.5967,0
-502.18555,651.0542,1
-878.0792,-755.5552,0
689.5615,771.4396,1
-593.9739,-156.89752,1
-582.4208,367.39368,1
803.94336,903.7765,1
211.27234,-891.1418,0
-219.95367,341.49194,1
719.7229,-945.6984,0
-608.01276,-205.04529,1
-942.2043,-601.4917,1
522.01953,-523.1193,0
306.6051,-410.71918,0
263.19946,775.83606,1
794.86584,504.5227,1
-779.21936,-151.08942,1
945.85974,992.49756,1
-321.42853,337.11755,1
195.44885,-248.11072,1
331.97363,290.49854,1
769.77075,264.61206,1
603.8793,-592.51624,0
956.95374,-706.84717,0
436.55225,-226.85834,1
915.3956,-684.44727,0
-107.92639,423.52466,1
-968.1535,194.96399,1
895.8878,-731.59924,0
375.74866,-632.95483,0
-977.56744,-827.76404,0
891.9796,877.2904,1
348.79565,323.37134,1
-367.6444,-288.2923,1
-908.2102,413.91577,1
546.9508,-961.89874,0
-4.2072754,-392.04248,1
-860.50653,211.52808,1
-746.84924,793.26843,1
-363.19812,696.3384,1
-884.1002,-808.2394,0
-769.57294,-581.46875,1
297.00793,-953.4707,0
-580.6289,485.98474,1
761.2992,808.3928,1
515.9552,700.4531,1
-429.32983,12.422668,1
-27.388672,-165.95471,1
75.163086,865.0314,1
345.57886,-745.7687,0
-69.08356,-545.2353,0
432.18652,155.25098,1
177.9607,-544.97534,0
-598.39526,-609.8748,1
-74.71301,-795.4751,0
584.6592,696.2993,1
-932.43774,-868.63837,0
996.494,-30.720825,0
897.3258,629.1577,1
636.58105,-837.55774,0
-521.553,-301.18115,1
143.77283,377.54053,1
-788.9158,937.01733,1
479.79932,-240.76294,0
145.33203,-217.40375,1
-27.186584,-81.65527,1
290.20166,-675.3321,0
273.29163,-217.73059,1
-583.4689,431.25476,1
-442.1996,7.4800415,1
-333.12793,474.90186,1
661.8418,387.66345,1
662.35864,511.7683,1
-268.8061,-947.45447,0
736.01184,-586.7211,0
-548.13184,-323.81024,1
-576.11096,154.50293,1
-47.99768,399.9131,1
-590.0598,230.99695,1
64.71936,723.78516,1
747.3856,-994.0662,0
-200.82257,232.00745,1
368.88416,-318.08936,0
-412.25366,-308.70447,1
-350.28888,546.91614,1
-839.5568,797.7156,1
102.62256,-838.4944,0
743.4669,-353.74463,0
160.0315,234.31836,1
-313.1269,858.7385,1
438.57825,-924.35504,0
597.13293,229.5155,1
883.1266,-276.16693,0
583.5254,-265.30096,0
751.67505,106.89746,1
-676.9873,-200.46771,1
-470.3797,-68.22284,1
306.45203,-170.18518,1
-448.73132,386.2627,1
849.7035,-812.8702,0
-641.5595,193.69336,1
236.39075,-976.0464,0
640.4656,78.10242,1
-295.21783,693.5493,1
976.82495,-722.4335,0
899.4547,810.879,1
-456.85803,-613.90576,0
879.1124,464.59583,1
-556.81757,509.46606,1
-194.86725,566.50244,1
393.97595,488.01685,1
31.114746,873.6975,1
-881.8772,-230.5716,1
471.9099,829.9514,1
-13.195557,407.18176,1
-148.68347,46.6875,1
-791.0308,-384.6095,1
710.8236,980.2688,1
176.61755,328.3225,1
907.49255,161.12207,1
-546.93665,-707.01227,0
737.2672,-808.4464,0
330.50378,-634.24554,0
-209.29102,652.94763,1
-114.821594,889.0293,1
181.35205,-950.64343,0
22.857788,-708.3821,0
-117.41766,963.3291,1
-865.65076,386.46143,1
-432.85785,-288.8557,1
670.16296,-767.98364,0
564.06824,-41.548706,1
195.43579,878.63416,1
331.07397,993.6415,1
-699.3386,-161.13745,1
-813.9109,-344.89313,1
-879.27106,-299.31958,1
-50.127747,-730.1322,0
154.22571,945.246,1
622.3174,-615.1172,0
576.91406,-264.17596,0
-751.7237,558.677,1
307.74158,-787.8677,0
-275.57733,-970.24194,0
712.7025,-345.57532,0
-543.1123,-310.38452,1
21.316284,774.2091,1
500.09802,461.9248,1
282.4453,343.5763,1
-909.54724,925.9105,1
-999.3743,392.6892,1
334.17688,820.64575,1
-528.9601,-714.93066,0
-783.10736,-71.60101,1
270.70972,-877.11554,0
73.15405,-241.03986,1
365.4447,-860.4707,0
187.39197,-556.786,0
-143.46759,-995.63745,0
-706.57904,-706.9491,0
-481.88904,-705.4551,0
-602.1394,-403.96387,1
965.6157,-218.49994,0
573.53064,-612.91437,0
-452.35236,-365.4016,1
152.07874,175.7262,1
-131.93817,-837.7577,0
-909.19666,906.34314,1
-777.971,290.6089,1
196.84082,790.14966,1
-830.72473,622.8845,1
362.58423,71.43909,1
-30.34076,-373.09583,1
999.4071,-722.99316,0
670.69775,-733.31396,0
-547.53143,-953.5369,0
-736.3939,-776.5698,0
-662.4215,-747.52136,0
513.8688,744.129,1
-538.19556,-206.16168,1
-175.68433,-888.9867,0
-727.29395,180.5044,1
-196.87708,742.6373,1
-373.214,828.7185,1
86.121216,-982.51373,0
-924.05334,-154.49908,1
402.2379,-946.43726,0
-158.54944,-994.2672,0
-127.141235,-117.508606,1
178.07886,-388.66406,0
100.3457,724.25745,1
926.8915,970.8917,1
-272.09906,398.77258,1
-286.8092,-650.62976,0
-157.58154,-696.9601,0
466.99854,-588.53235,0
843.92285,-162.23083,0
726.55273,-581.6211,0
219.64136,-315.13086,0
531.041,-263.33984,0
-962.2879,917.32446,1
616.9861,-420.83545,0
914.9872,565.5404,1
103.40137,-678.13904,0
715.3342,969.3203,1
884.0427,-773.3235,0
-700.6972,-987.78723,0
-459.22217,-50.670715,1
-727.032,165.05164,1
-249.69348,-177.55353,1
873.22034,158.08252,1
877.1621,578.0919,1
878.7223,56.152344,1
-270.87183,910.15454,1
750.20703,-470.9848,0
296.911,75.87793,1
-919.25415,188.88538,1
708.1083,-402.8626,0
-123.9353,9.947327,1
-403.78137,45.9032,1
186.9447,-950.39014,0
-381.3601,-115.34857,1
180.19202,-41.128662,1
-46.693176,381.31604,1
-138.38226,99.23755,1
261.82288,729.70337,1
-646.07837,-523.7832,1
-172.35815,680.11536,1
-115.67615,154.49036,1
-638.93787,221.2605,1
451.24597,337.438,1
-691.50665,-846.64404,0
516.29346,-126.22693,1
-588.335,-246.34637,1
7.242676,-403.3761,0
-266.85425,-840.54755,0
419.6958,605.47217,1
-602.25464,579.9846,1
869.51135,-631.0601,0
-104.92377,-2.606018,1
575.0762,356.49402,1
946.75244,-371.64844,0
437.93872,-200.28479,1
662.41016,-908.31775,0
-857.727,138.85535,1
-8.067627,-36.296448,1
-491.90195,727.9889,1
326.96814,-798.19324,0
710.13074,452.13696,1
513.0377,-221.8617,0
-586.3988,52.32556,1
-495.78387,789.0674,1
-119.682495,159.61499,1
-574.40356,292.45386,1
-337.28796,-693.2849,0
904.43066,173.55896,1
-369.43652,515.88184,1
189.05286,-548.23126,0
764.5355,-545.63354,0
-204.6065,614.1294,1
-597.37134,-396.23303,1
-795.90735,798.021,1
-559.9053,407.21094,1
-523.0731,-55.876404,1
360.3164,938.3745,1
-430.5337,-597.83984,0
-86.39258,278.92505,1
587.5813,895.72595,1
-237.1579,496.04565,1
-731.37933,-761.1559,0
-520.7241,879.287,1
-436.21033,745.71484,1
898.8718,926.0613,1
-643.54675,886.4531,1
-961.09845,457.67798,1
71.80029,-584.56055,0
-473.45856,202.89551,1
216.5011,935.23376,1
-194.36206,-796.4582,0
-267.3006,-342.16626,1
264.77075,476.83508,1
458.87683,986.38513,1
-130.80713,-488.3845,0
960.8385,-535.7212,0
881.18274,-619.22644,0
-470.7362,624.90076,1
817.79407,-480.25787,0
921.9436,550.996,1
-400.71637,-751.0235,0
-887.7699,927.0797,1
629.449,-530.3062,0
-371.16846,619.76526,1
808.54846,138.79956,1
-592.72217,600.51746,1
904.68335,739.55176,1
588.8529,437.52234,1
428.70996,647.52905,1
-484.16803,-22.885986,1
-987.64026,-807.0983,0
-938.28845,782.5132,1
-980.1817,897.2822,1
-788.95465,770.36633,1
300.5443,-892.1298,0
430.44934,-684.34436,0
-850.6976,-137.0628,1
-438.20392,-11.873535,1
-739.90326,-503.47385,1
720.56714,38.457153,1
743.88586,226.56616,1
-3.2091675,-230.02515,1
125.671265,-230.56714,1
632.9396,-988.2024,0
-355.25104,-114.68884,1
792.62,51.86438,1
152.61902,682.5492,1
-964.1628,593.38794,1
436.25122,495.5138,1
-818.92645,565.84827,1
890.1073,-800.70715,0
361.36658,951.71924,1
-881.47546,-64.08649,1
-228.9654,-817.298,0
-729.23334,400.57532,1
851.64233,114.3125,1
-305.747,72.72473,1
480.25793,105.25476,1
837.17957,75.62512,1
-899.99695,308.08325,1
-760.0524,-290.59296,1
-327.64893,-79.7594,1
-74.479126,126.40784,1
832.5836,849.6327,1
532.032,-896.0597,0
694.26624,16.482117,1
126.66614,-581.54114,0
375.5569,343.2782,1
-201.95007,936.4165,1
509.61877,377.2212,1
845.07666,-789.06165,0
-246.64465,-555.3644,0
-336.69336,-890.23816,0
-376.85718,254.406,1
275.77576,798.72363,1
863.1891,-52.434326,1
-136.74133,-733.5984,0
991.5969,-267.25043,0
-380.27148,-500.65146,1
671.1681,452.29712,1
791.96155,-596.3207,0
116.432495,691.37146,1
-142.06226,-382.39362,1
-124.655396,-627.46045,0
-543.1089,-529.1566,1
-986.462,170.83386,1
904.5675,-479.3761,0
-19.013367,539.3972,1
-89.551575,-669.5858,0
-744.6302,-346.61285,1
-540.5925,456.22302,1
233.39526,-840.1019,0
728.4619,966.74255,1
-219.21576,264.23462,1
379.99194,-752.6193,0
353.57886,387.9486,1
605.9995,-675.42584,0
-332.11835,401.63135,1
893.68225,-504.39996,0
-477.90472,-734.4713,0
-359.19788,660.43054,1
565.176,803.62744,1
-529.96985,426.005,1
556.3771,-708.0626,0
374.65295,-210.37958,1
-23.597778,559.2709,1
-326.2699,-993.02905,0
726.84924,-621.0957,0
-837.0079,111.693115,1
-905.72675,72.07837,1
-181.52435,-522.8955,0
-842.84644,-550.6241,1
943.0923,797.14734,1
-621.4995,-516.4077,1
-257.9682,912.38354,1
-746.20703,-562.20685,1
971.1057,18.206604,1
573.3889,-435.1693,0
522.83496,-33.7276,1
-889.49396,949.66895,1
-401.70398,-393.52502,1
-639.6798,583.4463,1
-541.5653,415.62097,1
-667.3136,-661.719,0
656.7672,-979.71423,0
340.43567,-845.5941,0
-873.91235,-354.8355,1
227.15784,456.2915,1
525.00195,-995.44635,0
-457.1678,-417.99695,1
-154.18115,703.4336,1
802.61914,840.10535,1
-556.478,-174.05438,1
-846.4164,701.01587,1
-633.7406,-937.1122,0
526.06946,584.7803,1
-849.0172,-533.819,1
660.8993,-275.17767,0
93.57654,-282.9145,1
-719.47156,667.3019,1
-588.98315,-343.72552,1
111.732666,-891.71216,0
683.80676,747.70276,1
-530.6373,976.0355,1
500.13416,134.53271,1
-324.84607,933.23376,1
-681.0963,-5.787964,1
712.5303,-195.83466,0
-773.0035,11.120178,1
207.79553,-175.69739,1
486.81567,-40.963318,1
80.05786,64.93848,1
553.37585,-377.99646,0
16.687988,-96.96881,1
-414.09668,580.98975,1
-691.9385,-13.47998,1
-612.8904,755.08875,1
-485.20624,-212.05615,1
174.01099,9.811523,1
942.6229,544.2781,1
-382.63458,-368.63702,1
-35.444824,148.479,1
-817.497,14.619812,1
-143.16376,388.30493,1
-37.471436,-476.14526,0
-995.23303,820.56116,1
-84.42041,-840.9182,0
-913.6649,-476.00726,1
701.0233,397.2223,1
156.0863,991.63074,1
-844.81714,-623.8766,1
-571.38635,-496.529,1
-144.61804,-549.2141,0
0.4937744,462.94507,1
-808.1943,74.98706,1
751.4553,385.72302,1
-100.127686,947.8142,1
-769.98376,496.96094,1
101.51782,413.4496,1
-544.22156,-776.8101,0
561.9989,213.8783,1
260.0254,-742.38525,0
89.51843,868.01575,1
-961.78467,-667.32263,1
-211.81287,-812.9147,0
602.42395,-648.69147,0
220.53137,-265.1045,1
-801.26605,108.376465,1
-556.03394,-596.995,1
-305.96814,-523.58203,0
356.35193,694.58215,1
-561.3833,-365.1892,1
818.959,797.1008,1
-624.51465,689.13293,1
-379.1383,72.83948,1
-405.8922,857.5233,1
-493.00217,-792.5223,0
715.96094,293.4436,1
-787.18115,930.9148,1
251.04248,569.31494,1
-268.32928,-39.238342,1
379.03784,863.08386,1
-113.25842,-382.21375,1
485.7699,969.84717,1
687.6179,-576.08057,0
225.00928,403.24683,1
922.19434,917.2593,1
877.6821,56.421753,1
-32.11438,904.83484,1
344.958,159.88184,1
-98.21106,422.7251,1
238.66284,-396.25092,0
-352.346,-215.54877,1
221.90576,-915.61285,0
-881.78485,-727.6085,0
-995.2326,-9.480957,1
-905.3522,-736.7051,0
-785.64886,461.5121,1
930.6113,877.8003,1
735.4457,-369.41425,0
-923.4547,605.1903,1
57.507812,708.2776,1
890.589,-221.5556,0
-334.37732,-733.42114,0
235.69617,260.9795,1
-422.44586,851.73145,1
-41.777588,-744.7061,0
755.94824,-116.24542,0
-498.5382,755.06104,1
-685.7897,-306.65198,1
-371.6825,836.0477,1
-813.47375,-498.10208,1
510.49,717.55615,1
-753.04956,167.88672,1
287.27087,-675.0791,0
739.4404,603.0901,1
605.23645,-55.08087,1
320.167,904.52014,1
-379.16803,-510.22076,1
-984.6156,453.15125,1
-518.9531,-128.198,1
-37.403076,-501.95392,0
393.0819,-960.56256,0
-70.2879,-925.426,0
-947.89014,336.98682,1
-703.67664,497.99463,1
-583.0598,-976.0713,0
433.21887,128.75745,1
606.595,26.196777,1
-769.3354,-376.55682,1
36.511597,-709.4386,0
902.96643,465.35645,1
-178.71246,474.60168,1
-863.7363,211.35205,1
941.5874,-871.4252,0
-851.53455,596.5571,1
706.0343,11.826538,1
294.69043,406.23303,1
634.6124,-264.79498,0
478.52515,854.09143,1
48.309204,532.2782,1
818.869,98.96448,1
-629.5709,-364.02527,1
774.0864,486.80383,1
428.21484,473.60193,1
-760.3574,-877.4383,0
889.11365,692.02,1
12.346985,-543.41724,0
374.23108,-113.919556,1
453.78882,712.7213,1
762.2156,827.26465,1
187.49463,-809.53296,0
730.0232,-24.212524,1
228.79785,740.9464,1
672.7118,108.256226,1
73.35803,-953.25586,0
802.62085,4.308838,1
959.72473,-271.93304,0
448.9906,-690.5246,0
-226.70978,-247.15228,1
362.2843,927.84375,1
-126.56854,-854.0296,0
173.17505,596.9315,1
502.59485,-427.12885,0
64.36426,-341.50183,1
-624.4734,15.35022,1
-815.8991,462.85767,1
-451.19006,-537.4931,1
-636.52527,330.58276,1
-264.68024,307.28906,1
-704.7405,-455.685,1
855.1599,-30.774536,1
-509.715,-545.27106,1
804.1006,156.4873,1
48.01941,458.52246,1
172.48901,-864.4939,0
-438.75165,342.6344,1
-37.94507,393.94873,1
320.43848,-712.27826,0
224.98975,-837.0681,0
391.57666,685.25073,1
-10.868347,406.93726,1
-888.0199,846.3915,1
-164.96405,94.96094,1
-918.22504,-332.77313,1
-944.82764,-165.9826,1
824.444,363.62158,1
-547.56396,-723.812,0
-51.95221,-499.5815,0
-475.38403,-897.01117,0
859.4264,713.4625,1
33.41809,-154.09357,1
-133.10913,759.2788,1
771.0908,319.5299,1
-147.37958,826.0592,1
714.6576,23.785828,1
604.1787,-599.05945,0
-302.79205,514.3612,1
-634.7295,-587.61475,1
-772.3377,-554.52466,1
-800.9374,-147.19617,1
-845.1349,-243.25702,1
353.09143,635.38684,1
-501.17337,-694.0533,0
-27.009277,-949.55963,0
961.37854,-857.8836,0
232.96716,860.3508,1
-619.5339,-431.6109,1
234.16248,808.6283,1
706.7501,161.70496,1
867.7389,117.30957,1
-41.852905,996.4679,1
247.72937,408.32935,1
47.386475,-538.1159,0
289.39795,408.29333,1
379.62207,267.76074,1
542.0571,-217.57947,0
681.57947,-498.8636,0
-519.0062,-507.75586,1
650.68445,926.18225,1
121.35791,182.99341,1
702.0624,112.39966,1
37.569824,-719.59607,0
-656.74536,-568.78894,1
-344.99152,-286.9665,1
520.9542,478.625,1
-973.55865,474.98816,1
-338.99054,61.730225,1
213.86499,-394.70856,0
62.40381,-470.646,0
-132.87494,-416.04218,1
-192.13062,932.2959,1
623.8871,-368.84045,0
-581.75366,-733.8695,0
551.23645,944.70374,1
104.6532,-120.35602,1
-992.61554,-477.63416,1
-338.0144,24.55603,1
-977.3363,889.4529,1
-200.78485,-522.7516,0
582.19775,-211.70245,0
-983.58673,-819.1951,0
38.333374,-314.78723,1
-984.62445,935.7449,1
289.12683,-188.2331,1
70.17944,-689.5917,0
329.87927,-618.93787,0
-214.04205,-852.9695,0
-682.0818,-393.9673,1
238.625,307.12292,1
-613.47314,195.60498,1
615.24536,-370.14728,0
-897.87524,115.88806,1
164.18896,469.69385,1
-320.4936,577.3967,1
-483.83203,634.7001,1
853.1499,-554.371,0
-748.2953,64.326416,1
648.3065,571.1577,1
967.53406,165.80762,1
-796.2107,896.71497,1
33.894897,-629.3229,0
-730.91895,622.58374,1
736.6189,178.08826,1
-968.4186,-802.06616,0
-437.6195,-280.82007,1
525.5226,454.5697,1
-987.57935,706.80457,1
-967.71954,-189.11407,1
519.51404,527.5156,1
-397.48688,-852.3452,0
794.89966,-812.20935,0
113.76416,693.59546,1
-753.6491,-155.95929,1
122.86609,57.50586,1
985.51013,726.0404,1
-819.31165,405.06628,1
382.07092,405.98608,1
-752.5281,702.2477,1
124.33911,-429.52966,0
-619.7991,933.59216,1
959.1593,252.45557,1
-780.83606,552.67334,1
379.02856,131.63367,1
106.680786,-825.4791,0
-649.4161,-243.37921,1
611.74194,-252.52649,0
742.2468,-859.92426,0
-814.1023,-313.22766,1
236.45996,734.9027,1
326.64294,113.09497,1
984.04895,684.6771,1
-661.35376,-99.44061,1
-89.55731,273.97925,1
-152.06079,368.75806,1
360.8225,627.52515,1
-641.3186,-565.688,1
366.97852,-744.19104,0
-230.93665,-132.4856,1
976.8496,-343.6925,0
952.36584,192.20947,1
808.43225,853.11523,1
261.14905,722.1339,1
-727.0598,494.21436,1
-873.0079,-755.4783,0
-242.19385,924.40894,1
-194.8357,941.8557,1
-531.68567,513.28174,1
753.05554,-714.7767,0
597.3616,441.3579,1
133.15186,837.8165,1
26.041748,133.9917,1
-504.20932,-825.31116,0
-146.54327,581.3181,1
-176.11133,-545.03296,0
712.35583,-106.06183,1
-188.71838,-424.71527,1
47.912964,-382.161,0
-501.7236,288.2921,1
320.15002,-431.62683,0
-797.53925,-812.3315,0
-563.77905,-758.0464,0
59.776245,41.142944,1
-373.02728,-774.55426,0
430.30762,-404.3908,0
-547.098,447.06897,1
-74.800354,683.4971,1
657.83167,598.9457,1
-124.439514,-772.86017,0
-815.6673,-389.73358,1
-308.83105,-432.04175,1
-176.88086,-338.63544,1
746.2528,-560.14343,0
689.35034,-97.17383,1
-818.4416,861.3069,1
-998.02637,-219.91406,1
326.38794,238.17468,1
-512.0523,-337.21246,1
321.2296,49.41565,1
-858.61316,-660.4805,1
961.06323,-369.6438,0
-961.6287,-137.64154,1
-218.62659,-226.65875,1
-558.6288,211.98865,1
973.35803,-866.88074,0
522.9358,-697.0146,0
-158.22864,-245.59473,1
-303.50043,-39.81366,1
208.29553,431.6444,1
-237.13324,670.89734,1
415.28674,66.078125,1
-135.87115,-845.9898,0
-600.8066,702.7877,1
-417.516,-914.0637,0
-320.09802,-489.52435,1
-570.37915,-315.4095,1
-948.2865,609.31494,1
443.03833,-723.515,0
-736.3896,-642.7168,1
-361.12646,458.32263,1
40.92566,-527.0314,0
666.51404,13.307556,1
427.47852,-797.08075,0
168.47302,-646.28235,0
616.6957,634.1809,1
69.70972,935.1127,1
192.1886,207.75,1
303.781,823.8812,1
-987.28876,506.24365,1
-671.08954,-601.347,1
853.37585,-530.83093,0
-804.7306,-972.5626,0
-645.5421,-668.24963,0
-104.5379,-513.82666,0
831.072,-211.64673,0
263.41382,870.70435,1
-938.5417,149.11938,1
-217.43738,-196.97961,1
-701.4328,-411.492,1
-677.54065,-156.06042,1
439.08606,977.01404,1
-956.41864,-801.77496,0
-463.99554,242.41455,1
493.37195,34.464966,1
-344.73285,-275.52954,1
-737.7814,40.87207,1
454.01697,567.09094,1
476.28516,199.48254,1
797.38257,-165.45496,0
-125.180786,-814.93225,0
232.72241,743.3806,1
252.7572,281.39685,1
-795.31775,-830.7037,0
645.1516,-743.68176,0
521.3862,418.27942,1
-211.84888,-751.5459,0
771.52527,-856.0886,0
111.96533,-607.8672,0
144.0664,247.81433,1
-195.55219,-356.48932,1
416.75732,-382.20966,0
329.63904,-930.33813,0
-243.4483,638.28784,1
-806.1931,723.74524,1
-585.4617,-449.59827,1
722.23254,-846.81555,0
-600.09375,-56.302856,1
-856.8123,574.1244,1
-218.06714,-70.27936,1
371.25403,794.2567,1
-604.0652,877.14404,1
-459.659,77.43616,1
418.57593,-18.937622,1
557.45557,-682.6662,0
-470.12335,394.04578,1
-268.513,123.704834,1
193.72595,164.12415,1
-123.030396,723.67786,1
-34.353943,804.96045,1
200.98853,-58.205017,1
-323.98145,-33.952515,1
752.0995,946.3656,1
-161.0727,375.83972,1
243.33545,936.0237,1
-298.76733,998.3131,1
657.0746,489.2047,1
-26.559998,173.51917,1
-802.2497,910.588,1
-526.6181,405.28174,1
-120.91565,-417.62256,1
665.6847,414.26233,1
-684.2715,64.623535,1
-605.5565,92.19348,1
134.90344,-512.3838,0
-16.516602,73.16785,1
831.8258,640.70435,1
318.03772,-219.56421,1
863.4193,85.731445,1
523.626,12.253784,1
308.00537,609.59863,1
-577.6301,397.89685,1
514.37683,379.29858,1
-926.0642,385.03076,1
-178.14307,274.0912,1
-602.2524,812.213,1
653.6505,-956.68134,0
125.06641,-424.6228,0
-930.9998,-825.3136,0
143.9851,-585.2758,0
-794.643,656.66614,1
677.3425,428.52942,1
949.9857,-819.9974,0
673.0093,562.9503,1
-348.8781,-252.86517,1
287.9579,31.996582,1
-287.99487,144.6726,1
-588.0238,389.4015,1
-493.18756,-717.10583,0
803.8406,-195.78241,0
-784.2764,-982.4395,0
-397.7848,984.53076,1
-102.95264,743.17065,1
725.5016,-851.23267,0
-602.4535,-216.89124,1
989.30884,461.6494,1
547.79846,-599.0362,0
-352.82397,431.92847,1
-502.3662,118.628174,1
-500.3761,911.60815,1
-982.60394,950.61255,1
718.57166,-458.56,0
-876.02686,-849.6584,0
-901.39496,755.06445,1
-513.75183,113.02075,1
-426.4646,784.2339,1
722.8259,-809.00354,0
526.1433,500.14465,1
925.5906,351.35767,1
670.9524,-619.0244,0
-474.14294,841.8556,1
104.332886,-586.6872,0
965.5759,330.04492,1
493.1881,-684.7838,0
-455.7373,-658.1179,0
312.9275,-888.7383,0
283.01697,-750.16003,0
-452.6126,794.9739,1
680.2069,546.9276,1
327.80945,581.63635,1
829.0947,-308.16626,0
-385.05774,84.55261,1
525.8805,-578.26105,0
-782.2153,-359.59814,1
-282.6529,-896.8307,0
-805.55865,964.4142,1
920.49414,427.59424,1
995.0149,333.67163,1
-907.7551,-442.70215,1
583.41284,-423.0869,0
-164.47986,-311.6187,1
-785.6007,291.80383,1
798.6747,-78.416626,1
544.17456,915.70886,1
-341.50885,-682.0685,0
-682.77936,543.5819,1
-827.365,-934.9318,0
999.1022,-283.3316,0
-554.327,791.42017,1
-585.63525,798.2908,1
-226.5376,-760.788,0
700.6294,-991.9316,0
-786.0782,743.6476,1
704.4291,-296.5,0
377.89685,-735.58276,0
-678.7075,77.91345,1
842.0371,-922.9884,0
-777.9697,86.36926,1
-943.6976,-344.84668,1
-90.86987,116.18005,1
651.92554,-238.01337,0
-888.37427,-313.71497,1
651.35144,316.49146,1
153.7528,289.80078,1
-760.11316,-787.08215,0
122.1593,386.64343,1
-520.51074,-55.136475,1
-591.60583,-491.80133,1
628.3329,-378.05286,0
517.845,-546.4085,0
575.4878,765.8568,1
913.2554,-362.812,0
-691.7444,-866.11926,0
-899.5991,789.53845,1
300.40454,741.8579,1
-834.5433,419.04956,1
242.75354,-755.18884,0
538.04626,709.25037,1
-366.74506,-117.64331,1
880.9076,856.5973,1
-598.0698,307.30798,1
696.573,-753.66046,0
-33.284607,-210.2746,1
493.40784,319.04456,1
899.4778,524.9866,1
-832.19464,497.9629,1
-272.83447,73.28235,1
-363.70593,-872.51294,0
-698.74243,319.27148,1
690.7594,15.54071,1
639.3844,-235.54468,0
551.94104,877.8102,1
176.1897,451.1621,1
-339.18414,-250.69263,1
956.2125,365.85583,1
-125.56708,-741.1632,0
459.76514,780.81836,1
422.21753,-445.49127,0
-526.5079,-332.9237,1
-269.2843,623.5276,1
700.4928,-952.22577,0
