%............comments............
%............comments............
%............comments............
%............comments............
%............comments............
%
% attributes count = 20
% vectors count = 1000
%
% Edit the attribute names (attrib_1, attrib_2, ...) in this text box and then save.
%
@relation xxxxxxxxxxx
@attribute attrib_1 numeric
@attribute attrib_2 numeric
@attribute attrib_3 numeric
@attribute attrib_4 numeric
@attribute attrib_5 numeric
@attribute attrib_6 numeric
@attribute attrib_7 numeric
@attribute attrib_8 numeric
@attribute attrib_9 numeric
@attribute attrib_10 numeric
@attribute attrib_11 numeric
@attribute attrib_12 numeric
@attribute attrib_13 numeric
@attribute attrib_14 numeric
@attribute attrib_15 numeric
@attribute attrib_16 numeric
@attribute attrib_17 numeric
@attribute attrib_18 numeric
@attribute attrib_19 numeric
@attribute attrib_20 numeric
@attribute class {0, 1}
@data
778.8413,474.13513,-747.4063,-430.52008,668.5774,-106.99988,-189.08734,-42.954346,764.22473,119.49719,-698.0921,-634.0542,-452.68927,-635.5377,-476.3106,25.506226,339.06433,14.833679,550.9794,645.8789,1
-735.3741,126.64319,-566.8855,-532.4736,4.374878,589.90784,505.0022,-163.96954,533.36597,600.4922,-225.28351,20.302795,528.3777,318.15247,486.18372,642.66736,413.09155,-853.3858,-597.32935,-947.82446,1
115.440796,940.6781,-383.44098,247.90137,-472.82312,-373.01514,-236.84845,546.8612,-615.7777,219.21338,-598.9782,-908.4111,827.39185,-984.87054,18.686035,-494.71353,256.58044,882.03625,637.14026,-472.1336,0
-742.4687,968.82495,300.07104,304.0879,-641.1864,926.9624,878.3163,-854.62006,167.65515,-220.61053,562.4153,49.83911,-963.20935,945.45215,-823.14746,-959.7255,830.501,-388.37952,-978.12866,468.06787,0
-413.4635,631.896,-666.5115,-168.99493,-88.3681,448.44617,649.61816,366.12573,801.83374,-857.85376,-620.0303,704.0304,244.88293,654.3502,699.656,-791.02765,-559.5969,465.35107,-478.78937,-720.5459,0
764.667,571.6334,746.979,846.9385,-289.7738,-526.8402,-736.3839,585.67395,-53.295776,63.575806,-787.31494,934.52734,377.5719,810.35657,956.1211,-67.89758,-391.26385,-581.4406,852.5869,79.32019,1
598.2898,-709.01166,-529.4862,969.02136,422.78845,-470.78406,185.8872,-739.95435,-926.06836,964.04834,247.60254,723.6327,990.54346,-239.33807,340.47925,552.8773,-365.73425,512.77747,435.79126,-98.6319,1
833.38574,421.8822,-708.5647,705.0211,847.7449,-848.35364,348.62256,-758.48004,148.68274,-745.67395,-30.752136,-405.3446,-238.50946,-314.919,967.85535,-783.74414,-316.13623,-148.22192,-785.61755,116.2854,0
372.3567,-108.00629,-281.3645,862.07947,579.8595,425.5647,-945.29236,530.5768,-69.36517,-99.81787,-756.67523,32.800537,535.463,-170.83893,282.36267,817.72705,677.96387,-285.34076,400.54883,-136.9242,1
-855.822,256.26025,806.62695,-926.5584,-878.99493,-436.02368,-783.97253,731.58374,-244.8869,526.3656,-240.64764,486.57324,-557.552,228.60168,11.750366,-487.10437,-290.51166,371.97107,829.5216,-62.509583,1
150.90674,-984.5826,-559.94104,407.10596,-695.68744,641.3904,803.4955,-243.76569,-428.72974,-457.60297,649.19885,136.28284,334.79773,831.2981,-212.48926,679.5298,277.0708,-2.4741821,-693.0957,796.8032,0
-432.92957,-136.95374,88.99097,545.7101,-933.5711,-963.9723,-291.42316,156.63489,992.7434,516.8158,-766.76514,-233.37976,-416.85724,979.9592,-303.3778,-313.37445,-783.08936,437.6692,-907.95856,-884.4405,0
-815.52075,484.2351,-382.4942,-885.1356,831.1278,-872.43585,-399.16272,-129.67297,157.23364,-666.8539,-956.9086,793.1776,-877.06067,837.39233,40.866455,850.432,-116.38367,531.4336,-517.1761,-335.18048,0
-26.48236,-226.89563,-636.99255,-612.4675,-941.46643,-646.0187,-186.68018,-877.5771,-705.02625,529.98425,-470.22308,-231.83777,-440.18018,-481.8119,-348.07318,-454.7296,858.90405,-830.8637,352.08667,-812.1877,0
72.98865,-856.9156,400.81628,804.9496,-132.26562,850.2462,797.3119,-244.57391,72.06152,-340.74677,188.17004,528.45544,120.42529,434.67883,245.23694,-412.62708,-741.9608,-666.3794,-566.97546,407.79932,0
-875.90076,972.975,-331.56122,529.9607,56.575806,-426.82446,260.33447,-654.808,3.1535645,-509.18802,-786.3283,549.55225,-723.57886,671.6841,-507.18048,722.85803,-442.57898,-12.514099,-839.1846,-670.65454,0
-469.8089,163.45813,-553.8457,-413.45172,320.94165,60.983032,-264.05084,111.88245,-480.9701,-551.7567,-745.9329,31.809814,972.90625,73.69946,-244.8855,-673.653,782.7263,851.28723,-50.092896,-417.92188,0
-47.664734,272.8734,575.3285,39.716064,-983.1533,-217.34973,-968.75507,-152.34729,-371.94305,-220.20929,329.41113,-229.17462,558.44714,-840.1772,734.0669,-745.3812,875.5443,-138.17096,-78.81183,-293.58685,1
-858.07306,-242.28961,743.12695,132.77795,412.17566,401.40002,757.63257,858.20337,526.5867,650.04944,565.01917,951.6504,-257.51978,975.8533,694.50696,-799.9077,-902.5479,406.31616,-709.4698,993.6105,0
-935.0681,462.4071,-827.93,324.49866,-959.072,208.19128,972.83923,-746.7813,-8.146912,-417.83795,-982.59247,656.9435,-803.1571,549.64294,348.12305,-148.18726,-566.00836,-702.73193,889.9536,767.9175,0
-811.5513,-315.31042,125.1322,756.41943,-498.6673,475.3009,846.76184,821.1034,931.93604,486.90735,-429.7021,-907.9492,771.7091,734.9138,4.0898438,697.0116,127.02905,884.7417,614.93567,836.44604,1
778.7715,886.8262,-228.13953,-168.90607,830.22253,-463.31195,211.10413,-813.67706,70.88147,-115.788635,637.5608,305.39758,712.22156,910.40295,162.6853,384.1996,692.49023,-303.45312,976.1428,-767.17804,1
-898.8507,429.80872,158.24573,294.85107,439.5653,20.988098,862.4866,973.03894,413.08337,854.2522,232.2428,-479.539,740.6266,-754.6698,362.99084,219.14307,71.48303,-446.21564,-618.8606,-656.4663,0
514.9564,576.61804,282.85022,-505.91064,517.072,844.6177,-439.0141,-713.37427,859.5449,749.46924,-154.41473,-904.01385,-590.2639,48.829224,793.0371,-422.03723,-83.668335,-771.8291,281.38464,31.300415,1
624.00195,442.3673,-396.03857,312.00146,-228.68988,316.61316,-199.17639,975.0425,-860.3446,755.42786,-472.79065,-405.9984,-262.94714,-909.87683,-69.47797,796.9901,-570.9345,-610.7396,892.10034,-542.3322,1
870.22314,563.25964,-312.6986,693.01526,-557.2261,13.468018,-372.80774,844.92664,-924.3657,7.6325073,567.407,460.57532,794.9147,-292.13763,-695.5041,-563.1014,648.41907,833.81006,-172.64453,-42.566833,0
250.02429,-687.0629,-848.9037,625.1304,605.87195,951.3739,32.97046,-717.3345,112.80676,153.02197,-745.256,412.1471,660.52734,-978.8123,-646.82983,-280.9745,-377.58502,-203.82025,689.9784,-469.61163,0
186.03503,513.9386,-424.93292,-24.28064,-47.188843,14.910095,791.3458,568.5925,27.395874,-10.982849,-683.05457,770.6605,-79.230835,611.71924,300.27515,394.6869,-492.8791,507.7954,415.67505,-708.7355,0
3.0801392,-726.3771,-387.82697,664.2512,-521.1244,-404.63232,-34.871887,-427.15442,764.5259,119.6405,-149.69952,-296.38544,780.17175,-335.18488,982.1582,-666.32104,298.18066,105.34558,992.996,-443.35205,1
-64.33038,-681.942,-823.29456,305.79028,-220.39569,948.5355,-219.19629,484.31616,462.6538,437.35632,-197.40924,-399.4646,736.4901,740.0797,630.0736,-293.9491,630.2429,481.52393,-934.43945,148.03223,1
135.32922,-95.98718,-720.4081,-327.992,-976.10065,-99.085205,-934.8553,749.50793,-113.34662,670.9326,-603.19293,-344.7303,-233.20361,-914.7512,-253.10876,781.62415,-129.57971,-271.23315,870.2135,953.0574,1
-250.38861,-241.66547,-158.461,-908.1587,83.10254,214.9696,-985.546,486.01453,720.30176,233.75598,-732.30884,-876.11426,8.043396,-285.78772,414.70508,84.62317,-414.56982,445.58203,-25.447449,812.38257,1
-189.35944,-574.3714,-363.09314,-748.1814,774.59985,-831.83594,701.2927,285.71533,459.92395,163.67932,-469.59973,-309.1402,-980.4373,339.08252,-370.40192,916.17566,378.08484,-643.30334,349.5337,387.5238,0
-600.43805,-100.69525,-594.02637,-243.53387,719.5237,-292.82776,-579.19824,535.6826,4.4746094,-935.38116,-489.64005,-98.38245,-119.02423,677.85034,-417.91992,95.32678,-932.68805,442.4026,-552.3753,-184.61597,0
344.27917,467.69006,-879.48505,272.0974,917.6448,-92.20685,738.4935,-839.8219,-546.65356,641.7571,435.63525,707.39,-392.48743,-346.682,186.48145,-830.3919,226.90295,79.10986,-845.7555,668.09143,0
-438.61816,326.05054,-602.6122,102.68115,808.55493,-597.25977,-76.34064,25.013428,-898.28656,666.3524,27.917236,818.7334,-344.25232,-444.36725,-390.14612,309.08594,-798.296,-437.7345,739.9895,12.149719,0
69.17969,687.0054,-872.9257,634.3696,316.7616,-66.38422,337.29932,-854.0631,164.23193,12.79187,-374.51367,-223.0462,646.2804,359.89124,60.690796,-376.7885,885.9769,-185.56897,-736.58386,198.80066,0
-322.72528,865.95703,518.907,-764.335,-830.67065,-759.97656,-709.2505,305.59705,-638.56384,-220.32977,-768.72144,-571.93085,-154.09943,71.91943,670.05054,-272.3211,-222.82324,-924.54376,-741.08704,-582.11584,0
399.12,-875.2002,961.9618,913.0885,628.21875,117.9093,-99.05286,-290.96857,-830.81506,438.31213,-298.54938,821.8286,430.29614,219.48059,932.42664,38.894165,109.40332,928.3257,991.4614,-989.625,1
-262.47235,926.3152,360.37268,-702.3921,-304.51068,-339.1336,540.5377,895.51074,-739.97363,-553.6988,174.60022,-541.2967,89.37573,-587.20416,870.9778,-513.45605,224.30615,-866.60645,-930.14966,60.164917,0
-840.8938,-316.70508,924.08325,-625.0286,828.0491,-557.72595,-384.203,274.9663,456.36816,820.21655,789.06616,-729.34827,-859.20435,267.41113,-148.50592,110.145874,753.2306,-574.63184,782.17505,-126.45007,0
-697.8802,80.58191,-219.17792,773.4852,-760.35205,-297.2116,602.60376,370.11462,368.85278,-219.08167,-254.5011,746.8522,983.2932,-85.92151,791.7446,-656.6471,-337.08386,671.54016,152.21643,605.27185,0
-246.71747,-395.14764,-777.6511,385.66284,971.3286,-523.1627,530.46545,120.787476,-190.64532,-233.63263,-155.84259,-796.5119,449.94812,-185.53577,397.61218,-309.82623,758.0657,596.39795,-587.4374,-497.14386,0
-417.48914,36.109253,907.7875,625.5652,77.56384,23.4151,426.8662,-555.1378,-953.46814,-148.90033,761.15186,-652.938,412.5061,658.13403,-995.307,960.16284,-162.37231,646.9072,350.10083,-983.6234,0
-759.3224,-663.50745,919.12585,711.5403,503.8247,920.61487,618.9686,650.58154,-987.1209,-81.87775,-474.87866,-6.39917,-158.58484,735.40894,-386.20306,255.02368,367.64282,504.37598,-198.22852,-641.33105,0
903.9236,-383.84357,198.72986,-985.5353,-477.65997,739.97266,-763.02844,257.94116,675.74634,798.1339,915.5962,81.512695,-557.7577,-637.6761,781.0586,486.9602,262.02588,-757.0333,463.24365,1.4058228,1
889.10046,662.6023,-404.0185,724.4739,946.32336,-664.1575,773.1859,-687.78906,-49.198547,-977.3831,-173.43396,-46.26062,-32.348022,678.0636,158.12646,-640.5,-846.33264,-808.44446,120.437256,55.33716,0
368.43176,888.99634,509.91992,864.5663,-241.04126,466.65918,-876.8387,360.55542,-235.06842,831.48413,-976.46515,285.2434,-654.8559,-558.1121,675.1698,-545.5916,-608.2428,174.78345,-576.41956,508.3888,1
-722.5016,488.6438,937.02844,17.35199,-728.0487,-290.91144,169.95837,913.0958,-833.4059,-367.38867,169.61365,994.75696,-135.73492,-674.29614,-380.79657,343.6947,-82.755005,-9.221069,395.75806,-116.796265,0
-960.83417,-923.07086,618.0757,-968.39325,-530.5325,-567.297,669.92896,422.66138,-264.85767,-770.281,-494.03482,5.1134644,-166.97894,-369.92175,182.50073,-516.3873,146.8706,-272.82074,-997.3267,-973.89685,0
517.0895,158.6759,-74.81476,-561.81244,796.802,-28.03717,958.1323,592.8572,-43.33264,-183.2876,144.18164,804.3685,-658.2623,345.62695,-559.3739,47.93982,-962.7881,-176.28815,-692.39185,452.32947,0
465.94983,-621.9842,-859.9261,330.2517,-680.8748,63.923584,813.7792,-838.0292,712.41394,980.7294,562.9408,410.31226,-936.3732,38.358032,166.88843,820.7135,603.71375,658.7416,-4.6638184,947.8313,1
661.5814,689.5029,-153.3357,50.614014,904.1815,114.23108,710.8628,-789.367,-433.15735,-237.21588,-401.44623,-446.13605,374.83594,156.68567,399.7799,-206.00446,-664.32385,-131.17017,371.00464,965.73474,0
872.68115,333.34412,296.04297,179.46826,-126.17633,910.60474,626.40234,-495.96793,145.92725,194.03687,-21.220154,672.22815,492.77246,-960.52606,252.22852,-795.87854,-823.3023,-395.51013,324.7704,756.03955,0
-123.20978,804.26086,-201.00012,28.587036,-577.21643,22.151123,-411.51294,404.87878,-437.71063,-342.6402,-728.44635,640.58716,-189.99158,-851.3944,86.264404,-609.7139,31.083252,481.9673,-799.76135,-870.0308,0
-173.23401,-127.36163,-538.8463,123.50757,-980.9038,304.49402,-781.4227,481.2041,-427.70654,918.011,-994.9684,71.49048,142.09033,-143.78015,-126.04114,72.20703,110.24219,-889.98914,14.520142,285.792,1
439.97083,-851.74536,-102.07129,993.1013,-20.89087,-325.161,-342.71625,-916.53314,-58.765625,723.8667,-337.36694,-526.00525,211.09094,-514.10474,325.2644,418.995,849.11926,752.24304,49.985107,-789.1761,1
710.92346,671.0281,951.4186,986.3108,451.02502,627.74146,460.1123,-121.66571,-653.7311,494.8058,-733.48474,589.9984,352.75818,238.69922,185.64893,-380.74396,-398.7859,-70.12244,472.5636,824.71326,0
-860.8277,569.85913,-121.56445,-201.26166,-855.5596,-168.51862,309.42566,-398.1045,62.76001,-197.52228,335.18848,813.1056,163.62976,129.16565,991.1824,-437.16528,-138.23694,-423.82568,328.7013,241.99683,0
817.6688,-50.21582,988.81116,917.1493,-690.6394,576.58813,-288.85925,-867.0484,-341.78748,-914.1712,135.74182,-254.25525,595.4995,-887.09814,516.0011,707.5051,-627.8286,-276.839,32.848633,-692.68933,0
-857.0711,849.29675,-714.7235,277.85388,696.6837,-157.79474,229.44446,387.4214,-40.999268,354.4005,348.41687,-336.84436,-141.86414,206.66748,-843.16095,-770.6995,-875.2001,-367.20892,279.62842,-105.47455,0
-613.2076,-646.16034,-708.97864,85.31421,-476.8338,-697.3815,260.07996,497.7909,658.6,-499.44568,521.0322,-71.74634,407.16943,583.4071,-428.4187,143.06787,-984.2745,778.85095,199.58752,-638.5296,0
910.6022,758.1018,-51.70819,-49.77954,817.3933,-284.5838,852.5138,266.9264,102.05139,-726.5814,-986.97516,-760.73224,272.5813,368.8623,-976.4386,-769.7777,684.1107,142.56506,-475.29102,14.798523,0
406.14172,-961.0967,-768.84515,281.6648,-60.701538,814.3894,-336.4309,973.4574,-990.0949,-38.505615,-486.35498,992.438,24.240479,173.02466,80.58948,323.56567,930.33435,-96.00482,-460.37573,464.93726,1
213.68384,832.0875,-62.177917,-794.0631,544.2871,74.4198,759.8679,256.3341,195.90063,-612.5049,666.10156,4.9525757,774.4525,258.83716,577.4636,-225.5722,21.046997,792.963,666.73035,338.95862,0
-503.97693,600.9813,-987.3072,184.85168,804.0377,-477.75354,683.6959,19.045593,686.1627,938.13916,839.2241,-631.3064,783.50073,682.18677,72.98193,765.27527,167.83801,107.371826,668.1843,969.594,1
-161.62695,740.626,695.5388,969.4158,299.56946,136.1377,956.66626,-930.6158,63.700928,33.252686,-339.52893,293.24902,462.6709,731.37683,-582.76056,531.327,507.2057,-286.55927,645.0095,-608.4899,0
697.5337,-18.88092,805.0222,-449.97736,668.18005,309.14282,17.82666,548.52466,340.5238,-317.32,558.8817,-552.9578,-139.72491,-449.09613,492.2594,-482.39557,13.050903,211.50586,273.32068,-748.64966,0
39.741455,-364.94647,-463.99768,-647.7362,-185.62799,344.7306,-522.38336,-896.4177,200.68738,586.1428,263.83252,-481.67963,-930.3059,-46.493347,698.7737,-976.7665,938.9165,882.68567,-960.07056,75.94238,1
-514.8632,-21.826294,-715.1498,77.8291,285.9049,-989.7303,516.3512,-779.2964,61.11743,600.3263,-34.77368,-506.86777,414.48547,106.09656,-665.76794,972.71094,615.7218,-974.157,624.3701,-256.54553,0
-682.20355,359.0155,214.26111,302.86475,-730.3766,792.9408,265.66956,161.13269,63.059937,329.114,663.00525,-514.6836,-255.88885,-980.6842,641.8889,104.2323,721.75195,850.9248,-978.3588,-34.81659,0
823.79224,502.43335,-471.1856,-778.4589,577.7269,-315.6856,-916.345,530.5873,835.52905,87.03064,118.65015,853.91504,714.8583,-422.88513,-991.92456,-921.9261,495.17407,-786.10693,-490.2711,-888.9597,1
-414.24213,903.5613,754.8013,-239.51892,-26.335388,-936.0321,-230.90308,662.67114,663.13806,542.5962,768.5864,-193.68585,534.04236,-788.12305,-455.4613,783.4093,-224.62299,-839.89246,-861.75653,799.69385,0
-409.04407,-797.1081,702.6023,-309.91455,227.85095,-440.84418,957.63184,-290.06323,544.2124,967.4332,969.18823,-289.19495,311.5952,-737.7394,114.98779,-540.1671,-762.061,487.1565,49.26355,324.72278,0
300.85754,989.80286,237.16418,-678.31775,-603.0813,-373.31195,-797.7339,611.6061,541.1045,-801.3911,15.338074,-69.84851,-108.34143,-454.92743,749.7577,-849.7474,729.0454,-655.22266,638.75183,201.01587,1
-816.2412,-399.00537,491.89233,-95.17969,986.2351,-965.1884,-436.95172,-55.15393,803.1405,165.83813,509.25964,-861.8622,-172.18188,729.1206,-660.2367,464.70544,208.69666,258.64417,326.66748,891.053,0
627.9767,161.95044,733.5382,-73.083435,-116.07184,-582.9686,915.4241,-933.1153,683.64624,-858.19135,-146.38617,793.96326,19.12915,-281.85962,510.68542,660.03955,-521.94055,-103.5553,-473.82935,-891.4118,0
631.6804,363.66528,-279.5724,-832.144,-754.31854,626.4481,-365.92554,-81.85095,-523.9831,-256.96472,-97.39221,-275.26093,-559.89984,431.52795,-349.4073,-371.7033,594.8314,388.80603,-712.9239,-2.3533325,1
-793.5676,273.53455,-906.3567,575.03625,863.0747,738.3285,-181.19873,-618.0083,459.80933,-859.71234,127.13757,-395.76447,376.31555,115.752075,198.97205,-462.9784,671.5038,-925.7273,-964.0196,947.641,0
-964.9735,-151.57123,-899.46277,-200.26263,964.26135,-769.7327,-198.70935,184.46606,176.3512,-68.2218,-965.2538,-483.58386,-381.60236,-374.03912,-497.59656,577.6127,604.9225,-843.32227,-154.74603,-169.20233,0
-409.77356,-250.3692,-227.78302,-426.4107,874.2898,-886.56055,-693.64923,-32.000793,-855.6232,-311.06433,-967.55273,-244.81226,170.51855,986.43616,801.8815,-446.77997,-798.43335,-55.11023,735.3518,-964.0187,0
649.5265,553.4396,561.41516,-995.7014,-496.6086,595.0808,-661.51434,-614.2937,579.71716,-696.2667,-569.7715,537.1847,195.6925,970.19275,239.05298,-124.409424,141.47327,89.06116,649.66516,823.3893,1
-67.93237,-492.10214,394.41492,332.68994,235.07349,221.47778,-375.56732,838.4739,99.08386,-51.822266,855.31714,392.29724,-851.40564,-567.8423,153.40271,940.64343,-735.24097,534.1395,938.40063,-762.5165,0
437.36035,605.23206,100.4718,-281.4969,451.87122,-617.61383,264.5564,-185.16357,-133.4956,-299.29053,-17.949402,-352.95624,337.66016,-312.99445,-610.31287,-184.54199,-231.80035,-219.45142,447.73975,-909.08386,0
-18.517761,921.24036,254.43958,210.28223,-334.87067,551.9408,-869.24225,694.05896,-818.017,700.90076,179.4685,628.7776,511.75208,-658.1312,-155.3175,694.7412,-934.6521,473.583,-367.20496,-629.90454,1
404.92932,-82.99951,-396.93225,205.08179,6.1954346,697.7561,495.82312,335.72742,115.47363,62.984253,-561.50104,-5.8895874,482.67346,-324.22095,54.575073,-327.2663,-707.81537,-662.7958,-502.35013,813.4292,0
967.3229,704.91174,442.70984,-583.39465,689.9309,909.06116,-611.09766,-195.45868,-544.7298,710.3805,-237.11505,-77.17682,273.34338,-98.15997,-740.9075,26.905518,-268.68823,24.562988,-386.9726,-623.82495,1
-452.31873,-849.7737,-424.0548,645.7816,-22.548523,-523.64685,244.07239,-833.10583,968.43274,-212.46442,92.75928,-181.07196,-177.54376,-545.2311,-924.26416,422.68225,-218.78528,576.71606,971.9065,821.2152,0
434.98938,110.86658,796.88074,-514.32214,143.53162,399.18896,-456.29303,446.2151,761.88635,362.02246,-222.95929,623.43396,-120.042114,815.588,677.2417,-776.16785,-486.86536,-137.35425,15.664246,762.9667,1
722.30615,112.46069,-760.33264,-506.964,995.11975,605.3843,355.6394,-463.06165,-613.6585,748.9946,-379.4057,-131.2403,-606.29987,-683.1142,-812.3342,431.03613,-663.3915,617.82947,-201.9101,-857.97516,0
608.67505,312.1781,-627.9693,-678.3904,-409.0708,-965.9802,-77.128784,-847.64276,-758.7952,971.729,604.35754,-807.36975,-583.8628,866.209,-102.75195,671.5553,835.74866,505.24988,951.8856,321.03345,1
266.60974,724.0779,925.37964,837.87256,-21.91809,-833.69543,-213.15637,-280.49152,817.16003,-383.87048,511.40747,-820.32117,-649.0467,-418.21265,843.4823,125.795654,-558.1482,991.8749,882.0266,-232.33911,0
-651.0514,360.3302,625.3251,-672.4442,990.30005,-417.52087,-689.9425,-465.37457,354.1189,643.70447,-110.79791,-888.1268,-786.98047,953.93274,-684.4183,-698.0325,273.93896,765.277,432.62817,-371.54504,0
687.3833,186.80981,221.20398,551.86633,443.15698,679.5863,-88.91138,-544.4115,595.75366,596.6753,-961.9987,-515.72894,-508.90158,327.09668,-88.205444,157.92151,-792.65,-90.79529,-841.2746,397.73938,1
-724.01355,598.1981,-989.5301,625.12463,415.41235,-195.92242,834.8159,933.1908,-512.15845,60.510498,-962.26587,980.5011,181.22717,-758.29156,913.7919,219.63757,21.522644,-886.4441,-718.3584,348.6045,0
-763.42456,486.87695,-186.41998,-539.0443,721.47217,-265.13788,-147.05963,-729.07117,896.1649,-756.68005,210.34534,-997.24133,599.7285,-518.4408,-60.385742,58.731445,-668.3878,813.34753,416.38416,418.4359,0
-871.23413,911.5315,-822.7318,872.0526,158.53369,696.5471,-75.35657,653.4192,710.72815,88.18762,861.9221,-186.0061,-311.69,541.63574,-903.5706,-233.2622,-75.38519,332.912,231.77393,-170.68256,0
-303.91437,865.52515,-531.1346,308.92896,-347.0161,-110.741455,-455.50513,-303.56982,-943.43353,453.6604,-341.33484,875.35974,689.73535,662.95056,176.61902,901.8125,99.17761,855.6963,338.78052,874.03,1
-69.466125,-298.25153,471.5913,685.9579,34.14392,890.5729,264.4884,46.91211,747.4381,-420.75104,563.0343,49.881714,301.05652,575.0526,-174.52106,783.8961,-350.7057,346.67603,-100.20325,11.265137,0
-808.5138,389.7821,-899.4939,-231.6018,-170.5393,216.72876,-300.65155,-100.70465,-402.7921,296.94116,-108.834595,-6.3032837,702.4226,643.54736,-943.91907,-22.73645,235.59802,-576.4596,-288.64038,689.0593,0
-969.1378,-37.141296,-68.92163,-818.01447,-796.2339,-175.5683,209.01501,-805.27844,-255.25592,256.3656,749.9208,-730.8951,-787.01337,239.09253,996.6122,-675.2189,-946.0189,604.44324,835.08167,-846.6567,0
354.98804,256.24707,367.0918,-742.93066,956.2405,391.20044,399.48364,-267.2406,751.6671,-199.6128,871.69885,489.06287,741.4552,825.97546,-672.2276,-13.921448,-60.21216,-645.74475,236.32922,-101.10211,0
-405.39868,-654.6781,471.8744,-367.8429,342.22815,831.35095,592.938,-549.4508,898.3043,59.551636,-312.60168,140.64233,677.3363,-487.47473,-497.42545,582.2372,-663.1623,-92.10376,-662.5559,382.89124,0
-342.03796,-39.275574,746.60657,817.12415,403.07483,686.3479,490.38184,-287.78857,831.7206,-672.05554,-637.3059,635.3645,409.9585,-387.75574,-461.83795,-237.5155,-85.94342,-31.538452,-97.92255,-853.4317,0
-391.9522,-410.3405,-538.2776,754.2366,465.66736,-227.60138,-615.2584,-398.25653,-489.29102,839.6621,470.04956,597.21765,265.84924,-866.309,929.01843,283.77783,28.5083,59.50403,-760.53784,-421.44843,0
-766.67084,-33.485046,532.1898,815.5233,514.3727,-225.19592,479.67615,-74.47937,246.14417,684.2396,-21.34491,424.54602,-678.92126,-951.2153,-946.78644,32.045776,712.1317,-445.03308,-647.7766,-796.3974,0
972.6344,-787.3708,-625.2803,-362.07404,-758.40826,-652.28046,-870.90466,-94.0921,551.1133,781.01807,-683.25024,749.8989,273.68518,683.34216,328.0951,314.25427,-599.49304,216.90918,348.58716,-406.41473,1
8.130066,4.1765137,-305.28363,723.04663,749.1554,-290.37665,134.65747,-614.621,-506.24292,576.57275,-604.4558,-427.68573,352.3197,-369.7013,319.09888,213.34729,-774.5104,-559.69836,-800.3852,772.7632,0
-243.54175,-171.22528,723.05237,816.2013,101.30774,-281.07263,-376.72266,760.93115,286.77014,435.96997,-318.765,-450.60004,90.7605,205.20544,-984.88165,-176.49255,359.5669,-664.18445,744.3567,327.45142,0
466.58887,635.567,57.51245,729.88,-778.9629,-29.193054,473.94507,-168.52716,-48.979004,-432.24622,-338.63892,211.9729,713.9635,-354.76434,556.13965,771.07007,-371.69635,275.66272,730.5836,-669.5631,0
-826.0421,990.16504,-38.9812,489.604,-24.969727,575.4674,772.9203,-733.74646,56.77466,-245.78912,-625.9795,701.9,-140.1695,997.0748,833.6112,-423.18182,398.2661,584.1909,626.0211,653.4686,0
-136.01788,214.98279,728.516,455.5625,708.5416,959.70483,348.63367,490.29626,774.5083,-847.40283,-946.7687,-965.8204,401.89355,-54.293274,-418.7119,128.26978,601.32263,-325.92358,944.77405,266.51428,0
-635.9475,927.13416,-443.34332,-588.7017,-30.01532,277.76074,-927.61035,-566.81964,758.33374,-10.345215,390.98608,-152.8078,241.62866,-294.74866,-165.9505,-194.03119,672.2379,110.59436,-94.09985,710.36523,1
-788.3734,-119.79773,-764.8019,-488.89215,706.06824,-175.89319,308.23352,800.41846,-261.4497,90.88562,-573.6848,130.43823,105.12756,-475.34918,954.46106,-354.3274,-845.00665,830.59436,-624.14746,79.56616,0
537.05554,-927.1657,-73.71533,440.7074,-188.18457,209.94409,-344.88965,302.05603,-884.12885,867.6896,-356.06183,-493.02692,-392.62726,355.13757,-188.38623,318.72632,-225.7182,-950.5581,243.77686,-434.46442,1
-146.70398,-293.74762,-692.44653,-828.8908,-414.1795,-3.1671143,946.7092,611.01794,328.37866,-370.38354,-500.14853,298.1394,-861.6243,-216.93665,144.03857,675.8004,-127.86194,258.3329,638.4166,-114.868286,1
560.67456,754.4155,-572.7283,-726.45764,-630.38806,975.01636,359.14966,724.1118,-696.7167,-104.380615,-711.5379,811.0868,478.95312,-549.1959,648.26294,124.56177,275.68677,146.02441,717.6459,-242.1872,1
-46.616394,-345.29584,754.4756,913.64343,-558.9917,330.63916,-576.0632,-138.50476,-90.927124,-252.6579,25.646484,-935.0387,469.93567,-129.8985,-93.16034,199.73682,890.50024,-726.8291,-853.58997,-5.0717163,0
555.412,933.6428,-895.65375,-643.96655,-915.13403,-434.7959,753.37366,65.797,-10.343323,-800.89294,-155.62335,-490.46445,-462.88757,-223.66327,904.4418,334.4171,605.07764,884.088,826.12683,727.56934,1
-282.8824,-548.68494,-621.17126,85.78491,680.6377,212.2478,357.8866,249.97815,290.62524,-946.5813,-715.6776,190.443,415.23706,-21.122253,-422.11047,54.348022,445.47107,359.91675,948.36084,824.79736,0
569.67615,379.76575,-615.2421,491.1797,-375.3286,-859.63885,-430.51434,593.4099,-621.2412,-232.56885,-195.89581,278.06934,17.932434,-968.22095,605.7334,592.33215,-664.9003,-501.2094,-982.14667,-358.03937,0
663.147,24.82788,-623.472,-547.458,-53.800476,-461.68298,-217.15399,-101.46997,509.43738,-525.02625,-145.36322,-97.45618,-933.6522,-19.245789,-534.7123,-742.2306,293.30957,52.75769,124.7522,-110.802124,0
