%............comments............
%............comments............
%............comments............
%............comments............
%............comments............
%
% attributes count = 4
% vectors count = 1000
%
% Edit the attribute names (attrib_1, attrib_2, ...) in this text box and then save.
%
@relation xxxxxxxxxxx
@attribute attrib_1 numeric
@attribute attrib_2 numeric
@attribute attrib_3 numeric
@attribute attrib_4 numeric
@attribute class {0, 1}
@data
602.93713,-907.7998,-261.7074,-884.53174,1
71.713135,-182.32855,-448.4358,189.91223,1
65.326416,-153.73883,-848.4215,-123.54779,0
321.0879,659.53687,-481.43707,-775.8563,0
-522.85657,447.17737,699.10254,-207.78058,0
-68.93518,622.2766,464.15283,-369.19043,0
-166.07751,403.35938,758.0862,364.0503,1
949.3978,-277.5501,-924.4491,893.708,1
187.56421,-873.2665,-235.74988,-319.0999,1
-234.453,312.05566,-824.42255,-434.5542,0
152.34937,459.70703,571.3739,646.8336,1
-777.28894,-356.35547,-256.10278,-122.25372,0
374.94202,-766.49634,417.42407,710.5344,1
-239.74524,439.45764,-326.26428,388.9879,0
226.19421,-71.81506,-119.93939,292.2013,1
-905.6559,-215.0924,896.8812,114.28772,1
472.56543,4.6677856,704.33704,-396.85382,1
444.60242,-833.28845,9.784668,83.44092,1
-815.032,979.05225,885.4049,53.404053,0
-185.40063,975.9907,-966.4276,772.02893,0
-357.14697,809.57056,-110.96411,942.6677,0
-666.01447,-703.3512,440.78015,351.0099,1
-508.65356,-333.5282,-607.22687,629.8607,0
170.0846,-700.6605,81.625854,-799.89795,1
909.25085,-344.84717,-569.474,-123.33911,1
-983.24365,61.33899,142.62842,630.2744,0
45.723022,-437.15088,323.41858,-439.71503,1
668.34326,132.63391,770.39,260.65576,1
483.44165,199.19727,-720.2931,-549.1492,0
-313.4887,-331.46295,-506.64978,995.1754,1
-13.924805,400.9828,-953.4258,-751.375,0
667.79956,-550.8561,74.32727,-955.75226,1
287.86658,271.3844,496.62085,-423.5277,1
-880.30914,-394.05627,926.6577,936.8137,1
183.14197,724.02795,-468.143,-877.1834,0
-546.986,-624.10535,-273.2533,-31.94934,1
673.56055,902.16296,-811.98584,630.4282,0
-901.5073,-296.7213,-644.15686,-971.9367,0
-569.08496,-456.72754,321.9856,926.34766,1
255.25208,-990.3538,803.8496,-743.13,1
333.29773,859.43176,765.2102,688.26074,1
-720.904,952.16504,-832.0187,470.99426,0
332.44177,3.7247925,-674.19006,142.63586,1
218.36646,-509.3155,-620.91284,-193.02496,1
410.05273,-306.96564,-477.70416,-610.06445,1
-494.80002,-916.1721,788.4429,-472.88995,1
-119.05859,57.51538,431.65332,552.21814,1
-690.00977,334.42603,247.8313,-567.25885,0
-199.2287,287.06628,534.6199,-561.56287,1
-433.1269,-95.39612,-184.27856,-169.60272,0
-263.7674,-854.8904,940.9678,922.75415,1
-821.95685,20.833618,-277.64258,-503.89383,0
655.4553,-80.00549,877.60425,731.1781,1
-595.2836,-610.7355,-273.42725,-416.81287,1
-803.5254,-115.66583,822.3009,831.8401,1
952.5509,-158.35406,497.13928,918.838,1
-928.4403,832.5897,-834.1331,124.220215,0
759.3379,-467.84882,-848.5338,634.8292,1
-134.77966,-232.78528,785.57556,622.6365,1
992.7761,5.4190063,-415.542,577.6155,1
-16.298157,-696.3294,412.6588,-170.69171,1
-733.859,956.12256,720.349,443.17957,0
-986.2178,-135.3725,176.68237,492.3086,0
-420.33746,-999.62036,320.32104,-918.0791,1
-751.3164,233.6615,-790.3883,-556.2842,0
-4.576355,-720.68445,478.72278,-81.10126,1
638.91016,-461.2376,-307.61542,-286.72162,1
-446.40894,-784.9073,-559.3032,934.7461,1
-74.174255,235.96191,226.79956,612.9043,1
-562.2081,239.71777,874.0332,152.56433,1
-784.21735,163.39868,-84.4646,987.2894,0
-102.55133,-183.0603,228.05835,76.11072,1
-247.38483,236.12805,-966.88794,-674.00586,0
934.88416,577.55225,312.3711,-975.4051,1
-853.6904,851.9934,670.6073,932.28467,0
-734.9901,-111.58984,728.24243,-190.60815,1
815.6638,578.8683,236.9403,844.0481,1
555.4094,-324.524,285.48657,697.9874,1
902.74817,-806.41705,199.53479,-297.90375,1
416.98108,-357.1504,-52.8244,261.1682,1
416.49695,956.5901,-931.88367,993.86597,0
866.6312,-3.5047607,-842.13104,738.94763,1
828.25415,968.1576,-339.42267,-680.32556,0
135.5586,963.3179,-445.47913,-301.5965,0
450.35925,40.26172,985.62195,-350.15637,1
-136.99213,-960.1234,431.245,-341.23083,1
-324.2694,-447.0464,937.3146,-783.4292,1
84.26611,-137.47058,-166.88666,-869.528,1
-383.73346,655.7606,251.94226,461.19702,0
-610.0034,833.02966,-227.83844,-730.67505,0
-475.55212,837.68115,-458.04913,477.52222,0
-637.93774,587.9957,362.46143,-154.70593,0
-442.1648,-686.2942,377.85718,304.8529,1
543.651,-617.4356,257.0736,-278.847,1
394.2754,-451.81885,50.9458,-483.90778,1
-298.48456,958.54114,-730.3074,-463.6615,0
-294.37268,-264.67383,149.56458,46.187866,1
638.1384,967.3613,-436.2033,791.3179,0
-2.178955,557.214,-418.16766,-293.75177,0
-688.3609,-481.82825,292.115,27.781616,1
825.06323,39.533325,-822.43097,328.6399,1
521.23,-78.65222,-930.7755,-700.0251,1
885.99915,-174.56104,-497.73758,-11.620544,1
-83.96167,197.75769,160.09021,632.4779,1
9.64679,-312.19305,15.883789,-753.86786,1
-414.8955,424.08582,-232.6413,659.749,0
-461.08746,-399.79468,209.36426,-141.87201,1
-13.630676,-515.4717,-699.77966,142.74414,1
119.503296,-813.10767,-148.45496,898.31104,1
-527.53644,-700.8266,7.650879,-442.07697,1
402.04614,872.15674,-20.586487,-261.96875,0
-828.8886,-900.62134,858.8456,453.95557,1
665.2289,-450.68945,764.43823,-171.40576,1
-522.0396,820.45764,53.657837,771.4413,0
-132.2268,89.64783,887.8154,-268.0219,1
919.65137,-818.0107,-954.14417,820.9542,1
-862.9464,511.68152,-442.56226,345.03345,0
644.93994,526.0608,462.0083,-885.27576,1
-797.8257,-869.02765,799.4009,-237.52374,1
301.68115,983.75867,-201.1861,-252.72961,0
-220.68347,510.859,156.85779,-276.01196,0
-442.5074,-959.7815,-718.31665,-479.70447,1
-582.8312,-465.594,429.03394,90.733765,1
21.906006,68.54736,767.39185,-492.8435,1
810.2532,-582.1214,-416.7827,296.61255,1
827.8198,902.9308,-926.3919,252.22253,0
-912.04144,-13.940613,472.53247,-780.4487,0
-369.93237,-978.7643,-381.88086,300.43286,1
-912.90436,-970.2824,492.31604,-581.8447,1
-721.08795,-592.5748,750.5569,252.36816,1
115.783936,65.5448,-192.09924,179.02783,1
926.2782,664.0928,-340.5559,-959.85345,1
-783.5149,318.8683,-713.3756,320.07068,0
822.5397,445.4331,-762.62994,-380.54315,1
435.9934,-750.5445,-233.12494,195.07898,1
561.6675,780.959,-212.8927,-226.95715,0
110.197266,440.72253,796.9844,844.943,1
-967.44354,360.27783,-48.51532,220.95032,0
671.4242,172.65698,-523.218,740.7677,1
834.3417,-650.75916,-250.17273,732.8485,1
-13.820374,498.7704,534.62415,-935.77563,1
413.5149,807.77563,-896.2241,-562.2605,0
-268.9037,-852.6092,-727.29205,970.44666,1
-319.3435,-720.28253,-264.70056,-973.63165,1
814.9016,-932.3907,-486.5155,778.7825,1
-635.40564,-375.0514,819.71204,41.645264,1
354.21948,940.1915,-820.0171,-463.2854,0
861.8008,-335.83923,-723.49274,-47.606506,1
-788.9827,473.76794,642.8583,-97.73639,0
-161.15753,706.5513,80.82239,-794.2657,0
-400.48895,806.6155,-533.02454,-209.81616,0
-654.3063,530.76733,478.3452,-46.577026,0
770.34045,834.3408,-309.6582,727.2665,1
697.72754,-110.59143,486.4757,-352.55347,1
-720.1721,783.782,268.20068,-637.93896,0
884.19446,107.4032,564.55505,200.19739,1
852.1321,853.4359,-184.901,-925.671,0
-238.99512,-155.43317,-164.02588,-95.465515,1
-657.8898,-759.27185,-722.2594,-870.4596,0
785.6239,-407.33936,744.97485,-190.95538,1
806.7007,376.43542,671.43835,-676.2721,1
-448.10547,977.25696,530.95667,743.8164,0
-807.36206,686.57434,512.9773,564.00903,0
882.5991,434.7284,403.09937,-307.96075,1
648.3146,-297.93182,-917.29834,330.09033,1
-262.42743,-665.3292,-201.88281,702.7407,1
-32.400757,836.5043,-851.3621,462.06506,0
-304.81952,-881.92664,-396.04608,39.973145,1
-826.57275,652.29504,285.46606,-780.1819,0
-735.02637,521.5487,732.234,-236.2362,0
748.9723,-64.44476,-578.84705,59.34851,1
789.3313,457.93506,922.28015,438.1394,1
524.21484,400.0066,744.0581,71.32471,1
-808.0927,623.58167,-840.4881,161.53967,0
-274.28137,-659.7765,603.32654,-472.8166,1
330.68933,402.6333,-408.9649,-385.07123,0
197.42639,-945.4667,-464.61993,478.08447,1
-786.51416,-861.377,-678.76245,-677.0775,0
-699.7098,357.88,49.319214,852.0348,0
833.6516,-656.3127,970.20154,-176.7622,1
-501.45386,4.968628,-695.95026,994.4945,0
883.86536,915.71594,-622.254,-60.21826,0
140.44763,343.99915,309.94385,97.77576,1
105.77136,933.7484,335.91187,854.6902,0
-558.7312,21.303772,-212.14856,464.54895,0
533.29846,101.930786,-267.29883,174.62915,1
-823.6084,-942.79913,-681.72766,50.767944,1
387.4674,-587.6561,-10.1154785,686.67114,1
-907.7127,113.375854,913.5006,233.32568,1
880.5006,-902.98364,-822.3122,999.05945,1
543.20703,272.1045,645.5576,247.75525,1
687.0459,439.4348,689.17163,-237.82733,1
-638.6074,147.62805,462.72058,241.28589,1
340.32764,-484.13666,-142.88397,-334.99823,1
468.6194,-350.00482,827.46545,-613.4308,1
-688.96436,436.7854,396.2212,-97.547485,0
-763.11365,221.68213,-691.3691,1.3858032,0
-973.2326,158.78003,53.43921,308.7854,0
-893.93713,-132.69727,760.6201,-880.35333,1
-410.16608,-562.85486,-650.751,852.50586,1
-533.6937,-203.2763,-777.54987,-540.9994,0
451.24207,989.5807,-207.31659,688.01697,0
313.06274,1.8933716,169.46265,230.36072,1
-201.33331,441.2433,452.9265,-540.6518,0
682.4634,-412.29938,250.50928,734.6621,1
-83.775696,121.48633,270.28943,51.270508,1
374.9286,177.1737,143.4209,192.1637,1
273.8606,282.5962,-10.621765,483.1123,1
974.7925,-788.6675,661.57837,-250.39307,1
604.1655,810.83875,97.267944,-859.41077,0
673.76074,464.00708,744.3922,-889.4574,1
724.427,-999.87286,-350.5072,40.956665,1
-93.98584,-408.06628,464.50647,734.1395,1
361.73657,-541.3746,-633.3331,-673.19824,1
-697.2307,-959.5572,684.5394,-952.2125,1
738.9592,718.5978,884.5471,683.7859,1
-25.889526,-874.95123,-503.82776,618.80566,1
179.3805,-380.18146,540.35095,-122.351746,1
625.9049,609.2573,74.39868,-269.42847,1
487.84204,-963.1465,578.1417,-894.2141,1
519.6123,598.8999,-920.2511,308.37952,0
-633.8207,-979.4741,-843.9064,358.7212,1
-217.19635,73.30884,-758.70087,-359.65533,0
620.7738,-76.119934,-961.55035,-513.2311,1
-921.8004,-126.352844,253.28027,-161.33722,0
420.03125,582.95386,-645.01697,-832.7827,0
-860.9575,468.70276,618.0969,-513.46124,0
359.60022,-877.32654,-689.2223,-532.6674,1
-821.3865,-681.53815,-431.42926,416.09705,1
593.1415,458.18335,-770.8621,-801.4971,0
-318.2917,155.77222,702.2197,-937.4143,1
786.46204,-938.07794,810.4396,-243.16882,1
-414.11774,-993.58905,-539.614,340.18726,1
-847.1738,66.75879,989.73804,-354.50873,1
360.27966,267.86768,-914.975,484.7483,0
327.25476,275.5011,275.9419,374.15918,1
-10.14209,667.1554,185.9679,-191.26031,0
-662.37244,-852.91187,955.3668,930.83215,1
372.82007,-582.03705,-448.52936,813.7627,1
-569.6006,329.78003,-957.5171,521.34766,0
139.06702,-602.5398,334.86096,-394.0902,1
8.74231,811.657,360.6654,-228.08502,0
-602.5154,663.06995,250.09729,-940.7052,0
-559.0719,-741.2584,-364.2362,-910.02734,1
-580.1266,129.51709,909.0509,673.0653,1
-3.237854,-388.9461,-14.699524,-621.317,1
769.3391,-273.531,-66.67572,567.2075,1
669.88086,506.9148,686.1117,800.37683,1
-119.04779,-142.92023,-26.582397,-437.54016,1
143.7273,-394.19092,-396.7563,-215.73877,1
602.4907,-522.25055,-731.9426,-210.35785,1
659.0144,380.11926,-837.08405,973.7025,1
-296.92114,619.4121,876.4979,773.72,1
40.491943,-553.9547,-747.63574,-691.6037,1
-142.46722,-329.33582,216.60901,437.9104,1
-359.1748,-995.9787,929.3767,-63.261475,1
114.22815,243.04749,-958.4371,973.1449,0
459.40295,-541.0591,-675.6664,153.70886,1
354.29993,938.796,487.93152,18.201233,1
193.88281,-209.49463,617.5659,59.578613,1
749.9873,-158.6372,328.00745,95.81714,1
482.28967,-255.99377,474.8424,-865.24176,1
-270.062,49.0365,59.16223,-249.90253,1
93.47766,411.85486,-176.1994,426.09265,1
459.28113,-928.0376,-36.94879,330.52808,1
323.76843,276.1715,354.13098,539.92065,1
342.2849,-587.1222,767.48157,867.90784,1
-642.4199,282.7472,624.3296,137.20984,0
555.40894,151.87695,-956.2472,-12.486023,1
849.8567,16.688232,157.83081,126.07825,1
-881.4354,-144.48389,-27.71643,304.80896,0
488.11267,-449.9392,-588.66864,-752.98376,1
-487.6042,-369.4273,-390.6629,-750.994,0
791.9031,31.842041,-1.8798828,-753.8779,1
-650.6067,-357.23108,-712.3417,759.80164,0
907.5344,590.495,49.22522,331.66187,1
106.65405,920.77515,-716.16626,802.5912,0
655.8264,-380.5216,95.19055,109.26697,1
-571.90137,765.80334,-614.812,147.47803,0
590.7379,-983.9981,-648.70496,-308.91718,1
3.9591675,587.1039,489.02905,357.3877,1
326.67004,443.34216,789.027,-825.8211,1
-464.64954,-516.32184,-132.94574,-569.3968,1
-107.741516,-812.96893,-123.37482,-816.46497,1
791.7366,-607.48,-772.26965,43.030518,1
-631.53284,-324.7727,371.50037,-325.08514,1
-730.89465,123.697266,-790.541,-164.49231,0
568.79663,-766.4133,-952.65094,-307.06018,1
456.66272,-897.41296,437.34216,-308.52826,1
-980.58105,-855.05945,-261.22803,279.6754,1
-780.1377,-860.42334,-223.64294,450.2931,1
997.0521,584.09717,-413.78986,-770.9569,1
307.57703,47.543213,913.756,-998.4078,1
882.3856,-501.92252,864.01074,882.3696,1
-508.7678,427.4231,903.5016,-794.14984,0
586.871,-997.9026,274.43542,660.3866,1
-656.2932,442.18677,805.5514,-413.37463,0
-689.31085,361.61072,90.42334,526.99255,0
165.81873,899.5261,-947.19763,239.68945,0
389.7057,130.72327,29.92163,80.09094,1
-931.7946,463.5741,678.5105,-95.60553,0
489.22974,-482.70868,-755.4039,464.81506,1
716.41235,-684.0387,36.995605,642.5842,1
902.38574,545.01855,305.73364,804.453,1
-252.99792,86.52942,-849.5552,70.361694,0
-789.08704,82.86096,-429.84973,-655.6137,0
-637.5034,-625.9926,314.62744,-411.97388,1
66.20337,-687.945,808.91565,4.3530273,1
-887.0354,-323.03198,96.33362,-446.50964,0
348.3916,701.0792,-518.2914,-465.65137,0
-627.9328,55.374756,355.34875,844.4934,1
461.31006,-941.1357,-460.3858,969.4772,1
515.37415,343.03125,423.77637,754.9186,1
21.11853,-263.43884,-860.82416,-420.9348,0
-691.23694,231.24768,-924.47656,-329.46893,0
696.426,-451.81744,150.51514,5.350708,1
-485.2865,-955.96564,-581.2429,-530.55334,1
-542.28827,480.4281,842.3307,-212.94019,0
224.3103,525.13745,344.1493,-907.3555,1
-6.1378784,762.00745,-373.409,963.18396,0
-77.233765,-542.7734,661.7197,-770.1638,1
553.6334,362.7716,245.73035,-47.730774,1
796.27844,-566.45044,559.0896,566.0043,1
969.8545,492.96814,-714.83655,402.5315,1
288.03003,-397.63574,-486.04114,533.92175,1
124.18042,-827.07117,-606.0713,208.1084,1
-588.85046,704.4623,293.62,17.96521,0
-389.78864,-556.49316,96.27539,386.7627,1
-173.55841,-775.90436,-825.67957,-45.46454,1
-147.2127,-712.42896,577.0045,14.347412,1
192.69946,973.61865,-986.71454,274.39612,0
-558.72736,832.87415,-676.62213,-88.65369,0
797.4142,-67.84094,306.21594,132.24365,1
934.6422,906.60474,6.4057007,276.80212,1
-24.308716,658.62964,-136.92902,868.82275,0
896.18176,-488.06412,-515.6715,-35.05426,1
325.18774,-900.60706,-765.0503,-349.10376,1
415.6151,-703.11536,311.1023,-400.16382,1
-775.1177,-889.10815,-475.11548,234.38477,1
876.47046,-414.20776,632.702,-776.6718,1
665.49133,517.5586,-284.64276,-204.01154,1
226.49854,-956.26013,854.0548,-328.3244,1
-100.65747,-974.68494,145.35242,-721.3982,1
-491.04483,-455.7893,959.4147,-623.91406,1
917.5188,810.97546,-730.24243,-804.16486,0
-87.43945,310.31213,868.9939,782.5371,1
-737.914,-892.1347,333.927,-659.04456,1
-902.0528,-100.129944,714.65955,-913.83014,0
-818.7845,607.9689,-903.78314,-654.4421,0
58.410767,104.70691,417.5122,475.56738,1
635.0148,0.9175415,231.30774,-466.71802,1
272.77417,334.41797,450.15515,-417.7644,1
159.87903,-529.8695,547.1255,13.883972,1
-591.82135,-445.04382,166.4696,330.5957,1
99.17517,466.42297,-351.82666,462.97778,0
330.61475,-647.6599,581.7068,883.80225,1
-791.9282,-420.6093,-821.9129,-467.24182,0
681.0038,191.79529,985.7102,-119.30109,1
140.32678,826.88745,274.22754,-660.9828,0
774.6454,-557.35693,-727.9201,-340.77606,1
-175.15424,-817.0959,-632.8799,969.76746,1
81.8396,239.25024,366.09216,661.57886,1
-760.1765,664.16406,957.557,-539.2162,0
-952.4999,748.34814,-365.81384,-283.52728,0
-407.7196,795.74744,504.172,-816.6225,0
-492.43146,-86.96069,657.8303,-606.2475,1
410.80774,-223.94452,-945.69824,-910.2871,1
-539.95764,243.79883,-745.41797,126.735596,0
-440.66748,-838.571,-249.05414,-239.018,1
448.43103,726.7865,129.15063,-702.4463,0
-320.28357,-609.2681,848.6378,703.74695,1
315.44946,-580.2194,-962.7205,-19.177368,1
70.999146,-29.787048,371.03992,839.76465,1
584.7654,-193.95337,-154.74298,540.9491,1
-486.89966,638.9592,43.07312,-365.39575,0
228.60938,-523.5473,367.87012,778.38855,1
42.792236,335.2528,630.39844,810.37305,1
79.06189,210.14465,-632.3876,820.1648,0
189.75488,-715.8585,-680.9449,-912.1409,1
640.83044,-975.9068,-402.0393,-550.03406,1
680.52673,26.540527,268.07678,903.4065,1
563.3274,261.8258,273.5299,-926.87317,1
118.164185,-289.82672,-32.10919,545.83484,1
-470.13672,-708.3445,849.9219,-988.1878,1
645.4203,462.6659,-462.6825,-341.286,1
-178.23499,884.7195,496.07776,-674.28687,0
99.25769,-832.8921,591.98047,553.3093,1
-684.7645,-156.86115,141.9491,-146.43256,0
-335.4939,460.39026,-183.06024,277.50708,0
-831.2366,-51.385254,484.29724,-329.18115,0
534.4785,-725.3646,-123.637634,886.0338,1
-41.101868,-198.23047,-166.56348,658.72595,1
-413.6422,-257.9698,793.04065,-142.71649,1
522.2008,622.5491,183.73181,-619.7663,1
579.1654,-216.62561,430.5713,-897.9378,1
261.18555,-418.00385,390.66272,-42.079773,1
-117.8728,-799.3428,-788.99036,-490.4353,1
172.06079,735.709,-162.73059,-850.66833,0
241.24585,-406.02405,700.8082,475.89514,1
352.08716,129.29639,472.78906,-684.9833,1
591.89453,923.10645,197.85535,360.44446,1
244.35999,146.14319,-393.7021,-525.42615,1
425.24304,34.040283,-47.57617,315.4353,1
377.83228,667.7969,338.17114,-853.9754,1
-283.66956,970.8002,154.84424,433.9508,0
860.38916,-882.71075,-987.82837,163.82312,1
-78.40564,-607.1543,-677.28625,-338.24493,1
382.7865,-44.2948,-429.01794,170.81726,1
53.671997,-81.617065,220.453,-581.7788,1
-8.733582,702.31104,-802.00867,-20.528442,0
341.28308,-286.1103,-55.973877,-628.32227,1
386.66174,48.554688,128.14868,-502.33435,1
482.00952,150.16919,-696.36804,314.4878,1
7.8029785,136.25037,-989.303,-585.6195,0
-4.2182007,845.24365,-862.8172,-416.82983,0
-342.9619,-429.73895,-293.4001,340.5846,1
686.8871,914.4033,-312.6181,968.8784,1
-74.31897,235.98975,-96.52814,-399.36694,0
-277.69098,747.71875,-324.78864,-436.45166,0
177.19775,-508.00726,430.82776,369.49158,1
334.21472,135.33337,202.64392,487.0271,1
345.94495,-191.97137,658.4602,351.09875,1
-345.60205,-939.1544,-882.6089,940.4957,1
-690.7272,418.85254,-139.23883,-306.82214,0
-311.5058,-16.904907,-27.500061,-468.50098,0
90.80432,64.0719,929.7969,333.81152,1
-62.221985,926.6647,213.61072,-684.10645,0
652.7041,384.37256,-680.0482,-524.908,0
676.35596,-798.58966,-273.3119,-497.97266,1
